"file","subject","vl","time","age","gender","job","pmotiv","IMI_SK_1","IMI_SK_2","IMI_SK_3","IMI_SK_4","IMI_SK_5","IMI_SR_1","IMI_SR_2","IMI_SR_3","IMI_SR_4","IMI_SR_5","IMI_SR_6","IMI_SR_7","SVS1","SVS2","SVS3","Pinball","Pong","Snake","Tetris","ZahlenMerken","autonomie1","autonomie2","autonomie3","SMS5_1","SMS5_2","SMS5_3","SMS5_4","SMS5_5","ITW_1","ITW_2","ITW_3","ITW_4","ITW_5","ITW_6","BuchstabenMerken","QuadrateErinnern","VisuelleAnordnung","MatheaufgabenLösen","boomshine","SMS5_2r","SMS5_4r","ITW_3r","ITW_4r","ITW_6r","IMI_SK_5r","IMI_SR_2r","IMI_SR_6r","SMS5","SVS","ITW","IMI_SK","IMI_SR","game1","game2","game3","game4","game5","game6","gamesTotal","gamesFun","gamesWork","spielGefallen1","spielGefallen2","spielGefallen3","spielGefallen4","spielGefallen5","spielGefallen6","hits","total","BF"
137,"8sd3u1rmw5jxxad2",2,"2024-01-07T15:16:21Z",34,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,1,2,2,1,1,0,5,4,5,1,NA,1,1,NA,4,2,1,0,4,1,4,0,4,4,5,3,2,2,NA,NA,1,1,NA,2,2,0,2,3,2,5,5,1,4.66666666666667,2.5,0.4,2.42857142857143,0,1,0,NA,NA,NA,3,3,0,"Es hat mir wenig Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,2,3,0.33705339936755235
58,"tt9zlrm9z30ad2gn",1,"2024-01-07T15:52:26Z",23,"weiblich","Berufstätig","Ich denke, dass ich Spaß haben werde",0,0,0,0,3,2,3,3,2,0,2,0,4,2,3,1,1,1,1,NA,0,0,0,2,1,1,1,0,3,3,4,3,4,3,NA,NA,NA,NA,NA,5,5,1,2,2,3,3,4,2.6,3,2.5,0.6,2,7,8,5,NA,NA,NA,3,0,3,"Es hat mir keinen Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,2,3,0.3497649691763187
59,"xfsbdyf7lw9r6op4",1,"2024-01-07T22:01:40Z",15,"weiblich","Schüler:in","Ich tue jemandem einen Gefallen",1,0,0,0,3,2,1,2,2,3,1,4,4,3,1,NA,NA,NA,1,NA,2,1,3,2,4,4,4,3,1,1,5,4,1,4,1,1,1,NA,NA,2,2,0,1,1,3,5,5,2.6,2.66666666666667,0.833333333333333,0.8,3.28571428571429,4,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.33832959588811773
60,"r07utkzof1vo6f8f",1,"2024-01-07T22:12:06Z",52,"weiblich","nicht näher bezeichnet","Ich interessiere mich für das Thema Spiele",1,1,1,1,3,3,1,3,3,3,1,1,6,6,6,1,NA,NA,1,NA,3,2,2,0,3,1,6,0,4,3,2,2,2,3,NA,NA,NA,NA,NA,3,0,3,3,2,3,5,5,0.8,6,2.833333333333333,1.4,3.28571428571429,0,5,6,NA,NA,NA,3,1,2,"Es hat mir wenig Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,NA,2,3,0.3511305602938122
138,"qsqm1ktfsy8mf3br",2,"2024-01-07T23:17:08Z",21,"männlich","Student:in","Ich möchte die Wissenschaft unterstützen",0,0,0,0,4,3,0,4,4,4,0,1,9,7,8,1,1,1,1,1,0,0,0,0,4,0,6,0,0,1,2,3,2,5,1,1,1,1,1,2,0,3,2,0,2,6,6,0.4,8,1.333333333333333,0.4,4,7,NA,NA,NA,NA,NA,1,0,1,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3396254782306784
139,"4so88pv7l9bxuo55",2,"2024-01-08T08:55:00Z",24,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,1,3,3,3,1,0,8,8,8,NA,NA,1,1,1,1,1,1,0,4,0,4,0,2,3,3,3,2,4,1,1,1,1,NA,2,2,2,2,1,3,5,5,0.8,8,2,0.6,3.14285714285714,7,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.32874117056816315
61,"3slhssvvvga94oz1",1,"2024-01-08T09:22:00Z",63,"weiblich","Berufstätig","Ich möchte die Wissenschaft unterstützen",0,0,0,0,4,4,0,4,4,4,0,2,8,7,9,1,NA,NA,1,NA,2,2,0,0,6,0,6,0,1,4,4,4,0,4,NA,NA,NA,1,NA,0,0,1,1,1,2,6,6,0,8,1.333333333333333,0.4,4.28571428571429,1,3,3,6,2,7,6,4,2,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",6,6,0.3989472594515713
140,"6nx18gqkbl720my9",2,"2024-01-08T11:03:02Z",28,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,0,2,1,2,2,0,8,6,8,1,1,1,1,NA,2,0,1,1,4,0,6,3,1,2,4,4,2,3,NA,NA,NA,NA,NA,2,0,1,1,2,2,6,4,1.2,7.33333333333333,1.5,0.4,2.42857142857143,0,7,NA,NA,NA,NA,2,1,1,"Es hat mir viel Spaß gemacht","Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,1,2,0.39954236999816317
198,"92rwyru3kpmtl0as",3,"2024-01-08T12:39:41Z",30,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,4,0,4,4,4,0,1,7,3,4,1,1,1,1,1,4,1,1,1,5,2,4,1,4,5,2,1,4,2,1,1,1,1,1,1,2,3,4,3,2,6,6,1.4,4.66666666666667,3.833333333333333,0.4,4.14285714285714,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.38604130901488837
141,"w6zf1xd8eg14kv1l",2,"2024-01-08T13:02:29Z",25,"männlich","Student:in","Ich tue jemandem einen Gefallen",2,1,3,2,2,3,1,3,4,4,1,0,8,9,8,1,NA,1,1,1,1,1,0,1,1,0,5,1,2,1,4,3,1,3,NA,1,1,NA,1,5,1,1,2,2,4,5,5,1.6,8.33333333333333,1.5,2.4,3.42857142857143,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3732773952946732
142,"do0wpxrp7kstztsq",2,"2024-01-08T13:26:21Z",38,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,2,3,3,4,0,2,9,10,10,1,1,1,1,NA,1,0,0,0,2,1,3,3,1,1,4,3,2,4,NA,NA,NA,NA,NA,4,3,1,2,1,3,4,6,2.2,9.66666666666667,1.333333333333333,0.6,3.57142857142857,0,8,NA,NA,NA,NA,2,1,1,"Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,NA,1,2,0.37376744601355333
143,"s786tm2nr4sy76zr",2,"2024-01-08T14:47:08Z",37,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,1,3,3,3,1,0,7,7,7,NA,NA,1,1,NA,3,3,2,0,5,1,5,0,5,4,4,3,5,2,1,1,1,NA,NA,1,1,1,2,3,2,5,5,0.6,7,3.333333333333333,0.4,3,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3616363839772742
62,"a6bbtaoh9soh6x6l",1,"2024-01-08T20:10:10Z",62,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,2,3,2,2,2,1,6,5,8,NA,NA,1,NA,NA,2,2,2,1,2,1,4,0,2,3,3,4,3,3,NA,NA,NA,NA,NA,4,2,2,1,2,2,4,4,1.6,6.33333333333333,2.166666666666667,0.4,2.57142857142857,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3501451813875188
144,"o07r8kscumdcv66n",2,"2024-01-09T06:43:25Z",36,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",1,0,0,0,3,3,1,3,3,4,0,1,9,8,8,NA,NA,1,1,NA,4,3,3,0,3,0,5,0,1,3,4,3,1,2,NA,NA,1,NA,NA,3,1,1,2,3,3,5,6,0.8,8.33333333333333,1.833333333333333,0.8,3.57142857142857,7,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3392490382290555
199,"2wdo24spwe6dxshg",3,"2024-01-09T13:27:05Z",27,"männlich","Berufstätig","Ich möchte die Wissenschaft unterstützen",0,0,0,0,4,3,1,2,3,3,0,0,8,6,8,1,NA,1,1,NA,2,1,2,6,0,1,0,0,2,2,3,1,4,1,NA,NA,NA,1,NA,6,6,2,4,4,2,5,6,3.8,7.33333333333333,3,0.4,3.14285714285714,1,6,7,0,1,0,6,4,2,"Es hat mir viel Spaß gemacht","Es hat mir wenig Spaß gemacht","Es hat mir wenig Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir wenig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",5,6,0.3924929873334803
200,"gh8jz9dq31rjzd50",3,"2024-01-09T15:00:31Z",26,"weiblich","Berufstätig","Ich habe Langeweile / nichts besseres zu tun",0,0,1,1,3,3,2,3,3,3,2,1,7,6,7,1,NA,1,NA,1,4,2,2,2,4,2,4,1,1,3,4,2,3,3,1,1,NA,NA,NA,2,2,1,3,2,3,4,4,1.8,6.66666666666667,2.166666666666667,1,3,6,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3797441853494395
145,"7x9o8bza1klqzdc8",2,"2024-01-09T15:04:12Z",21,"männlich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,4,0,4,4,3,1,4,7,2,7,NA,NA,NA,1,NA,0,2,3,2,3,2,6,0,4,3,3,2,0,2,NA,1,1,1,NA,3,0,2,3,3,2,6,5,1.4,5.33333333333333,2.5,0.4,4.28571428571429,6,0,NA,NA,NA,NA,2,1,1,"Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,1,2,0.38025636912484984
63,"kb6q3buy6ph7q72t",1,"2024-01-09T15:08:40Z",20,"männlich","Auszubildende:r","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,1,4,2,4,0,1,6,1,3,NA,NA,1,NA,1,2,2,0,6,3,6,0,4,1,2,5,3,1,4,NA,1,1,NA,NA,3,6,0,2,1,2,5,6,5,3.33333333333333,1.166666666666667,0.4,3.42857142857143,6,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.36812433609496753
146,"j7kuwdacdzpvygot",2,"2024-01-09T15:27:29Z",26,"männlich","Student:in","Ich möchte die Wissenschaft unterstützen",2,0,1,1,3,3,1,3,2,3,1,4,8,6,8,1,1,1,1,1,3,1,0,1,5,1,6,0,2,4,4,3,4,3,1,1,1,1,1,1,0,1,2,2,3,5,5,0.6,7.33333333333333,2.5,1.4,3.57142857142857,2,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3566177121783803
147,"1sd4eqhnd2all6t7",2,"2024-01-09T16:34:25Z",22,"männlich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,1,3,2,3,2,0,6,4,7,1,1,1,NA,1,3,2,1,2,3,3,4,2,3,3,4,1,3,1,1,1,1,1,NA,3,2,1,4,4,2,5,4,2.4,5.66666666666667,3,0.4,2.71428571428571,5,NA,NA,NA,NA,NA,1,0,1,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3456938311600848
148,"zofqlao9n4rykx44",2,"2024-01-09T18:38:22Z",39,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,1,3,3,3,0,0,6,4,6,NA,NA,1,1,1,4,4,0,0,5,0,5,0,0,0,3,3,3,4,1,1,1,NA,NA,1,1,2,2,1,3,5,6,0.4,5.33333333333333,1.333333333333333,0.6,3.28571428571429,7,6,4,8,NA,NA,4,1,3,"Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir wenig Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,3,4,0.37054570219486477
64,"t74u9y0s29dklfnc",1,"2024-01-09T19:22:10Z",18,"männlich","Auszubildende:r","Ich habe gehört, dass es etwas zu gewinnen gibt",0,0,0,0,4,1,3,2,2,3,1,0,8,3,7,NA,NA,1,NA,NA,0,0,0,0,0,0,0,0,0,0,3,3,2,3,NA,NA,NA,NA,NA,6,6,2,2,2,2,3,5,2.4,6,1.333333333333333,0.4,2.28571428571429,4,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.35897922606735866
149,"v8qhdk8wqf1ylmq5",2,"2024-01-09T19:57:08Z",67,"männlich","Selbstständig","Ich tue jemandem einen Gefallen",0,0,0,0,3,2,1,3,2,2,1,0,8,6,7,1,NA,NA,NA,NA,1,1,0,0,3,1,3,3,2,2,4,3,2,3,NA,1,1,NA,NA,3,3,1,2,2,3,5,5,2,7,1.833333333333333,0.6,2.71428571428571,9,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.34799679380346327
65,"0wlpmvoh41aq4sl1",1,"2024-01-09T21:27:17Z",21,"männlich","Auszubildende:r","Ich möchte die Wissenschaft unterstützen",0,0,0,0,4,4,0,4,4,4,0,2,10,3,10,NA,NA,NA,NA,NA,3,2,3,0,3,0,2,0,2,3,5,2,0,5,NA,NA,NA,1,NA,3,4,0,3,0,2,6,6,1.4,7.66666666666667,1.333333333333333,0.4,4.28571428571429,9,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3375593629801857
150,"41tgphd89pf7k6yb",2,"2024-01-09T21:48:52Z",23,"weiblich","Auszubildende:r","Ich denke, dass ich Spaß haben werde",0,0,0,0,3,3,2,3,1,2,2,0,10,6,8,NA,NA,NA,NA,1,2,3,4,2,3,4,5,6,3,5,4,1,4,5,NA,NA,NA,NA,NA,3,1,1,4,0,3,4,4,3.2,8,2.833333333333333,0.6,2.42857142857143,5,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3276310767704942
151,"jb17fbuyeqaotjvb",2,"2024-01-10T08:53:10Z",29,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,3,3,1,3,3,3,1,0,7,5,9,1,NA,1,1,NA,4,4,4,1,4,0,4,0,5,4,2,3,2,2,NA,1,1,NA,NA,2,2,3,2,3,3,5,5,1,7,3.166666666666667,0.6,3.14285714285714,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3181789607247937
152,"w69kbm6w6pw9qk5g",2,"2024-01-10T10:41:33Z",25,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,0,2,2,3,0,0,9,8,9,NA,1,1,NA,1,3,2,1,0,5,0,5,0,3,3,4,4,2,4,1,1,1,NA,1,1,1,1,1,1,2,6,6,0.4,8.66666666666667,1.833333333333333,0.4,3.14285714285714,2,2,8,4,0,5,6,4,2,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",5,6,0.36440561076226347
153,"7a7a05vxeha2wamu",2,"2024-01-10T12:12:04Z",38,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",1,1,1,1,1,3,1,3,2,2,0,2,6,3,6,1,NA,NA,1,1,4,3,2,4,3,0,3,0,3,4,0,0,0,0,1,NA,1,NA,NA,3,3,5,5,5,5,5,6,2,5,3.666666666666667,1.8,3.28571428571429,7,4,5,7,3,NA,5,2,3,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,4,5,0.4044486558664944
154,"cgjyq8bcv1yope2r",2,"2024-01-10T12:35:58Z",21,"weiblich","Auszubildende:r","Ich tue jemandem einen Gefallen",0,0,0,0,3,2,2,2,2,4,1,3,8,10,10,NA,NA,NA,1,NA,3,2,3,0,5,1,5,1,4,0,4,2,2,2,NA,NA,NA,NA,NA,1,1,1,3,3,3,4,5,0.8,9.33333333333333,2.166666666666667,0.6,3.14285714285714,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.39163987860353583
155,"5e2xj0ctq1qtqtyh",2,"2024-01-10T13:43:50Z",34,"männlich","Berufstätig","Ich möchte die Wissenschaft unterstützen",1,0,1,1,3,3,1,3,3,3,1,1,8,7,8,1,1,1,1,NA,1,1,1,2,3,2,4,2,2,3,3,3,2,3,NA,NA,NA,NA,1,3,2,2,2,2,3,5,5,2.2,7.66666666666667,2.166666666666667,1.2,3.28571428571429,3,2,6,1,NA,NA,4,3,1,"Es hat mir viel Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,3,4,0.4203904387862925
156,"08wl3f8b7c51ge2m",2,"2024-01-10T14:31:40Z",27,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,1,3,1,1,1,3,0,3,1,2,1,1,1,1,NA,1,0,2,0,0,6,0,3,2,2,3,3,2,3,NA,NA,NA,1,NA,6,6,2,2,2,2,3,3,4.2,2,2,0.4,1.42857142857143,0,NA,NA,NA,NA,NA,1,1,0,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.4068240869930922
157,"84k95m47ncjmhq1q",2,"2024-01-10T16:06:39Z",31,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",1,0,0,1,3,3,0,3,3,2,1,1,7,5,6,1,1,1,1,1,3,1,2,2,3,2,2,1,3,2,4,4,2,3,NA,NA,NA,NA,NA,3,4,1,1,2,3,6,5,2.4,6,1.833333333333333,1,3.28571428571429,8,2,NA,NA,NA,NA,2,1,1,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,NA,1,2,0.4074647093611693
66,"ua0p5l6uff62f8wh",1,"2024-01-10T16:07:00Z",38,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,1,3,2,1,1,2,0,1,1,2,NA,1,NA,1,1,3,1,1,0,4,1,5,0,0,0,2,2,0,2,1,NA,NA,1,NA,2,1,3,3,3,2,3,4,0.8,1.33333333333333,1.5,0.4,1.71428571428571,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.39453877406404475
201,"v2ofg2kyxbx4b6p3",3,"2024-01-10T18:14:44Z",50,"männlich","Selbstständig","Ich tue jemandem einen Gefallen",0,0,0,0,3,2,2,2,2,2,2,1,8,8,8,NA,NA,1,1,1,4,4,1,0,6,0,6,0,3,3,3,3,2,2,NA,1,NA,1,NA,0,0,2,2,3,3,4,4,0,8,2.5,0.6,2.42857142857143,4,NA,NA,NA,NA,NA,1,1,0,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.38226636439431505
158,"l78thk7zsdyjtv32",2,"2024-01-10T22:25:51Z",32,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,1,3,2,3,1,1,2,3,1,7,1,4,1,NA,NA,NA,NA,0,0,0,6,4,1,1,2,3,3,3,2,3,3,NA,NA,NA,NA,NA,2,5,2,3,2,3,3,3,3.2,4,2.666666666666667,0.8,1.85714285714286,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3706041021704965
159,"tvncmz665x8frmfa",2,"2024-01-11T07:58:50Z",24,"männlich","Student:in","Ich tue jemandem einen Gefallen",1,0,0,1,3,2,1,3,2,3,1,0,7,8,7,1,NA,NA,1,NA,2,0,0,0,3,1,4,0,5,5,1,1,5,1,NA,NA,1,NA,NA,3,2,4,4,4,3,5,5,1.2,7.33333333333333,4.5,1,2.85714285714286,5,NA,NA,NA,NA,NA,1,0,1,"Es hat mir mittelmäßig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.35951210259169364
160,"ccrbg6wymw9349k1",2,"2024-01-11T08:29:01Z",18,"männlich","Student:in","Ich tue jemandem einen Gefallen",2,1,1,2,1,3,0,3,3,3,0,0,8,8,9,1,1,1,1,1,2,1,0,1,2,0,4,0,4,3,1,3,3,0,NA,NA,NA,1,1,4,2,4,2,5,5,6,6,1.4,8.33333333333333,3.5,2.2,3.42857142857143,1,9,6,NA,NA,NA,3,1,2,"Es hat mir viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,2,3,0.37184253936140554
161,"xh4yv2jdanq49jbh",2,"2024-01-11T13:23:05Z",29,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,2,2,2,2,2,0,5,5,5,NA,NA,NA,NA,NA,4,1,1,0,5,3,1,1,1,3,1,1,0,1,NA,NA,NA,1,NA,1,5,4,4,4,2,4,4,2,5,2.666666666666667,0.4,2.28571428571429,2,NA,NA,NA,NA,NA,1,1,0,"Es hat mir keinen Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.36068764406227144
162,"g2n7uwllnded7bda",2,"2024-01-11T14:54:01Z",70,"männlich","Selbstständig","Ich tue jemandem einen Gefallen",0,0,0,0,3,0,2,1,2,1,2,0,8,7,8,NA,NA,NA,NA,NA,4,0,0,0,6,0,6,0,3,3,3,2,3,3,NA,NA,NA,NA,NA,0,0,2,3,2,3,4,4,0,7.66666666666667,2.666666666666667,0.6,1.71428571428571,9,1,5,NA,NA,NA,3,1,2,"Es hat mir keinen Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir keinen Spaß gemacht",NA,NA,NA,2,3,0.37310029653351295
202,"4hw3er3fd5lqh0xx",3,"2024-01-11T15:11:04Z",26,"weiblich","Student:in","Ich tue jemandem einen Gefallen",0,0,1,0,4,3,1,3,3,3,1,0,10,8,8,1,1,1,1,1,4,4,1,0,0,0,2,0,3,3,3,1,2,3,NA,1,1,NA,NA,6,4,2,4,2,2,5,5,2,8.66666666666667,2.666666666666667,0.6,3.14285714285714,5,NA,NA,NA,NA,NA,1,0,1,"Es hat mir wenig Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3618816758344816
203,"dl80j8ote3kjk4hj",3,"2024-01-11T15:23:28Z",45,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",1,1,1,1,2,3,1,3,3,3,0,3,5,5,5,NA,NA,NA,NA,NA,4,4,3,0,4,1,4,0,0,2,3,4,3,3,NA,NA,NA,1,NA,2,2,2,1,2,4,5,6,1,5,1.666666666666667,1.6,3.71428571428571,4,NA,NA,NA,NA,NA,1,1,0,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3512046691853423
204,"hktz888oe5brbqty",3,"2024-01-11T15:24:49Z",25,"weiblich","Student:in","Ich interessiere mich für das Thema Spiele",0,1,1,0,3,3,0,2,2,2,1,0,7,6,7,NA,NA,1,1,NA,3,2,3,0,4,0,5,0,2,4,4,3,2,1,NA,NA,NA,NA,NA,2,1,1,2,4,3,6,5,0.6,6.66666666666667,2.5,1,2.85714285714286,8,NA,NA,NA,NA,NA,1,0,1,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.3410348308641894
67,"cy9jh969zfo8ttfk",1,"2024-01-11T15:42:11Z",31,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,3,1,3,3,3,1,1,8,8,8,NA,NA,1,1,NA,4,4,1,0,4,0,4,0,4,4,4,2,4,2,NA,NA,NA,NA,NA,2,2,1,3,3,2,5,5,0.8,8,3.166666666666667,0.4,3.28571428571429,2,1,NA,NA,NA,NA,2,2,0,"Es hat mir wenig Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,NA,1,2,0.3414357497959885
205,"kfby89l457l07me4",3,"2024-01-11T17:08:58Z",45,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,2,2,2,2,2,2,2,2,8,5,5,NA,1,1,1,NA,1,0,0,4,1,3,1,0,4,3,3,2,3,3,NA,NA,1,1,1,5,5,2,3,2,4,4,4,3.4,6,2.833333333333333,0.8,2.57142857142857,6,7,5,NA,NA,NA,3,0,3,"Es hat mir sehr viel Spaß gemacht","Es hat mir sehr viel Spaß gemacht","Es hat mir viel Spaß gemacht",NA,NA,NA,2,3,0.3528082661563377
68,"ag16xyfb0bnlam90",1,"2024-01-11T17:16:58Z",40,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,2,0,4,4,4,0,0,10,10,6,NA,NA,NA,1,NA,4,4,4,0,5,0,6,0,0,0,5,4,0,0,NA,NA,NA,NA,NA,1,0,0,1,5,2,6,6,0.2,8.66666666666667,1,0.4,3.71428571428571,1,8,NA,NA,NA,NA,2,1,1,"Es hat mir keinen Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,1,2,0.3532677505992539
163,"wlmqtup0v48d08p9",2,"2024-01-11T17:49:59Z",29,"weiblich","Berufstätig","Ich tue jemandem einen Gefallen",2,1,1,2,1,2,1,3,2,2,2,2,2,2,2,1,NA,NA,1,NA,3,4,3,1,3,1,5,0,3,3,3,2,3,2,1,NA,NA,NA,NA,3,1,2,3,3,5,5,4,1.2,2,2.833333333333333,2.2,2.85714285714286,7,5,9,4,NA,NA,4,1,3,"Es hat mir mittelmäßig Spaß gemacht","Es hat mir wenig Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir sehr viel Spaß gemacht",NA,NA,3,4,0.37774994559812597
164,"unuhrcfdl8joe2a4",2,"2024-01-11T18:01:42Z",23,"weiblich","Student:in","Ich tue jemandem einen Gefallen",1,0,1,1,3,3,0,3,2,3,1,2,4,4,4,NA,NA,NA,NA,1,1,0,1,1,4,0,5,1,3,3,3,3,3,3,NA,1,NA,1,NA,2,1,2,2,2,3,6,5,1,4,2.5,1.2,3.42857142857143,9,1,1,1,4,7,6,4,2,"Es hat mir viel Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir keinen Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir viel Spaß gemacht","Es hat mir mittelmäßig Spaß gemacht",6,6,0.44969201955063315
69,"k0ckdmcxw7drdg3a",1,"2024-01-11T18:43:53Z",35,"männlich","Berufstätig","Ich tue jemandem einen Gefallen",0,0,0,0,4,4,0,4,4,4,0,0,9,9,9,NA,NA,NA,1,1,4,4,4,0,2,0,5,0,3,3,4,3,2,4,1,NA,NA,NA,NA,4,1,1,2,1,2,6,6,1,9,2,0.4,4,3,NA,NA,NA,NA,NA,1,1,0,"Es hat mir sehr viel Spaß gemacht",NA,NA,NA,NA,NA,0,1,0.43510930401161474
