"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","BF"
280,"11/30/2017 8:55:37",4,1,20,1,5,5,5,5,3,5,5,5,5,3,4,3,4,5,5,4,5,5,5,4,5,3,4,3,3,4,5,5,4,4,3,5,4,5,4,4,4,4,5,4,5,4,3,5,5,4,5,5,3,5,5,4,5,4,5,5,5,1,3,1,1,1,1,3,1,4,1,1,3,2,1,1,2,1,3,1,3,1,2,1,3,2,1,2,3,3,3,3,5,2,3,1,1,1,"Emotionen hervorzurufen",1.2,1.75,1.75,1.25,1,2.5,1.25,1,1.5,1.75,2.75,1.8,1.25,2.33333333333333,2.8,1,1.25,2.66666666666667,1.8,2.5,3,1.5,1.5,1.64880952380952,2.00185185185185,1.82533068783069,NA,0,0.6426221403542483
281,"11/30/2017 8:55:53",5,2,35,1,5,5,5,4,3,3,3,1,3,5,4,3,5,4,3,4,5,5,5,4,4,3,4,4,2,3,2,4,3,1,2,4,4,3,5,4,5,4,4,4,4,5,3,5,5,2,5,3,3,4,3,2,5,3,5,5,5,3,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,4,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,1,"ich habe keine Ahnung!",1.2,4.5,2,2,2.5,3.5,2.25,1.25,1.25,2,1.75,2.8,1.5,3,1.8,2.6,1,2,1,1,2.33333333333333,1,1,2.25,1.52592592592593,1.88796296296296,NA,0,0.6407869650159502
282,"11/30/2017 8:56:06",6,2,20,1,4,5,5,5,4,5,4,5,5,5,3,3,4,5,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,3,5,5,3,4,5,5,4,5,5,5,5,4,5,5,5,5,3,4,4,4,5,4,3,3,4,5,1,1,2,1,2,1,2,1,1,1,2,3,2,2,2,1,1,4,1,2,1,1,1,2,2,2,2,2,1,3,1,2,2,2,1,1,1,"Sozialer Status, emotionale BestÃ¤ndigkeit, AbhÃ¤ngigkeit des SebstwertefÃ¼hls von sozialen Beziehungen bzw. von wichtigen sozialen Kontakten und damit verbunden Erfolg im Leben und Sinn des Lebens.",1,1,2,1,2,2,2.25,1.75,1.75,1.5,1.75,2.2,1,2.33333333333333,1.2,1,1.75,3,1.2,2,2.33333333333333,1.5,1.5,1.68095238095238,1.72037037037037,1.70066137566138,NA,0,0.655738830945739
284,"11/30/2017 8:56:23",5,1,19,1,4,4,4,4,3,3,4,4,3,5,4,3,2,2,3,4,4,4,4,4,4,3,3,4,3,3,3,4,4,2,2,3,2,4,3,4,2,4,3,3,4,4,4,3,5,3,4,3,3,4,4,3,3,4,3,4,2,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,1,1,3,3,3,2,3,2,2,1,1,2,2,2,2,1,1,1,3,1,1,1,"wie meine Charaktereigenschaften mit meinen Reaktionen auf die Bilder zusammenhÃ¤ngen",3.2,3,2,2.75,2,3,2.5,2.5,3,2.75,2,2.6,1.75,3,1.8,1.2,1,2,1.4,1.75,2.33333333333333,1.5,1.25,2.575,1.58148148148148,2.07824074074074,NA,0,0.6539755114081183
286,"11/30/2017 8:56:43",4,1,18,1,3,5,4,4,2,3,4,4,4,4,3,3,4,3,4,3,4,4,3,5,5,3,4,3,3,4,3,4,4,4,4,3,3,4,5,5,4,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,3,2,1,1,1,1,1,1,1,2,1,2,1,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,1,2,3,2,1,3,1,1,1,"Beeinflussung von Impressionen",2.6,2,3,2,1.75,3.25,2,2.5,2.5,2.25,2.5,2.4,1.75,2,1.6,1.2,1.25,1.66666666666667,2,1.5,2.66666666666667,1.25,1.5,2.32142857142857,1.62592592592593,1.97367724867725,NA,0,0.6345793258033288
288,"11/30/2017 9:28:07",5,1,19,1,4,5,5,5,4,3,5,4,4,3,2,2,4,2,3,2,4,5,3,4,5,3,4,5,5,3,3,4,3,4,3,4,4,4,2,4,5,2,4,3,3,4,2,5,4,4,5,3,2,2,4,4,3,3,5,5,5,1,1,1,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,3,1,1,1,"Keine Ahnung",1.2,2,4,2.25,1.5,2.5,1.75,2.5,1.5,2.75,2.5,3,2.25,3,1.2,1,1,1,1,1,3,1.25,1,2.33571428571429,1.27222222222222,1.80396825396825,NA,0,0.6328265993989931
289,"11/30/2017 9:28:22",3,1,22,1,4,4,4,4,3,4,4,4,4,5,4,3,4,4,4,5,4,5,4,3,5,2,3,2,2,4,2,3,4,3,2,4,2,4,3,4,5,2,4,4,4,4,4,5,3,3,5,3,2,4,4,4,4,4,5,4,5,1,1,3,3,1,1,1,1,1,1,3,4,1,2,1,3,1,1,1,4,1,1,1,1,3,1,1,2,2,1,1,4,1,3,1,1,1,"Priming, Quantenpsychologie",1.4,2.5,2.25,2,2,3.75,1.75,2,2.25,2.5,2.5,2.4,2.5,2.66666666666667,2,1,2,1,1.6,1,3.66666666666667,1.25,1.75,2.31904761904762,1.6962962962963,2.00767195767196,NA,0,0.6025488572994744
290,"11/30/2017 9:28:25",8,1,22,1,5,5,5,4,2,4,4,5,4,4,4,3,4,3,5,4,3,4,4,4,5,3,4,2,3,3,4,4,4,4,2,4,4,4,4,5,5,4,4,4,4,4,4,5,3,3,4,4,3,4,4,4,4,5,4,4,5,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,1,1,1,3,2,1,2,1,1,1,1,1,1,2,1,3,1,3,1,1,2,"Ich glaube das Ziel der Studie war herauszufinden, wie mein emotionaler Zustand momentan ist und wie wohl ich mich in der Gesellschaft fÃ¼hle. Die Bilder sollten Ã¼berprÃ¼fen, wie lamge ich es aushalte solche schlimmen Sachen zu sehen bzw. wie schnell ich diese nicht mehr sehen will.",1.2,2,2,1.75,1.75,3,2.25,1.75,2,2.25,2.75,1.8,2.5,2.33333333333333,1.6,1.2,1,1.33333333333333,1.4,1,2.66666666666667,1.5,1.25,2.0952380952381,1.43888888888889,1.76706349206349,NA,0,0.6402551689789021
293,"11/30/2017 9:36:48",4,1,24,1,4,5,5,5,3,3,4,4,5,5,5,3,5,4,3,4,5,5,4,5,5,3,4,5,3,4,2,4,5,3,4,5,5,5,5,4,5,3,4,5,5,5,3,5,5,4,4,5,3,5,5,5,3,5,5,5,5,1,1,1,1,1,1,1,3,1,1,3,3,1,1,1,1,2,1,2,1,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,"Beeinflussung der momentanen Lebenssituation auf die Bewertung von unangenehmen Bildern",1,2,1.75,1.5,1.5,3.25,1.25,2.25,1,2.25,1.5,2,1,1.33333333333333,1.2,1.2,1,1,1,1,1.66666666666667,1.5,2.25,1.68452380952381,1.31296296296296,1.49874338624339,NA,0,0.6223668739289495
294,"11/30/2017 10:03:15",7,2,23,1,2,1,4,5,4,5,4,4,2,3,3,1,3,5,3,4,4,4,4,4,5,4,3,2,3,5,4,5,4,4,5,1,4,5,3,5,1,3,3,5,4,4,3,1,4,4,4,1,3,4,4,4,3,5,3,3,1,1,1,2,1,3,1,1,1,1,1,2,1,1,1,2,1,1,3,3,4,3,1,1,1,2,3,1,3,1,2,1,2,1,1,1,1,1,"zu sehen, ob wenn Fragen positiv gestellt werden dasselbe angegeben wird im Vergleich zur negativen Stellung einer Frage.",5,2,2.5,2,1.5,2.5,1.5,3,2.5,2,3.5,3.2,2,1,1.6,1,2,2,1.4,1,2,1.75,1.75,2.44285714285714,1.61111111111111,2.02698412698413,NA,0,0.6523256571611149
295,"11/30/2017 10:03:35",6,1,22,1,5,5,3,5,3,4,4,3,3,4,3,4,5,2,2,4,5,4,4,4,5,4,3,2,2,4,2,5,4,5,1,2,3,4,5,4,5,3,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,3,5,4,5,1,1,1,2,1,2,1,1,1,2,2,1,3,1,1,1,1,4,3,2,1,1,1,1,1,1,1,1,1,3,1,5,1,1,1,5,1,"Wie sich WertschÃ¤tzung im sozialen Umfeld auf die Wahrnehmung ausÃ¼bt",1.6,1.75,2.5,3,1.5,3.25,1.5,1.5,2,1.5,2.5,2.6,1.5,3.33333333333333,2.2,2.2,1,2.66666666666667,1.2,1.5,1.33333333333333,1,1.25,2.1452380952381,1.59444444444444,1.86984126984127,NA,0,0.6700812196117762
296,"11/30/2017 10:06:11",5,1,19,1,5,5,5,2,3,4,4,5,5,4,3,1,5,1,4,4,3,5,4,4,4,4,3,5,3,4,4,4,4,4,4,4,3,2,4,5,5,3,5,5,4,4,5,5,3,5,5,5,3,5,4,5,5,3,2,5,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,1,4,2,1,1,4,1,1,1,1,1,2,1,1,1,"Paarbindung",1.2,1.25,2.25,2,2,2.75,3.5,1.25,1.5,1.75,2.5,1.8,2.5,2,1.8,1,1.25,1.33333333333333,2,1.75,1.66666666666667,1,1,2.01785714285714,1.42222222222222,1.72003968253968,NA,0,0.6685049733283901
299,"11/30/2017 10:47:33",5,1,20,1,2,5,3,4,1,4,5,3,3,5,4,1,3,2,3,4,5,3,4,5,5,3,4,3,3,4,3,4,5,4,3,5,5,3,5,5,4,3,3,5,4,5,4,5,5,4,4,4,3,3,4,4,2,5,3,4,5,1,4,1,1,1,2,1,1,3,1,1,5,2,3,1,1,1,3,3,3,2,3,2,3,1,2,2,4,1,1,2,5,1,4,1,2,3,"irgendetwas mit SelbstwertgefÃ¼hl und wie sehr man durch Ã¤uÃŸere EInflÃ¼sse beeinflusst wird",1.2,2.25,2.5,2.75,1.5,3.5,2.5,3.25,2.25,2,2.5,2,1.25,1.66666666666667,3,1.4,1,1.66666666666667,2.4,2,4,2.5,1.25,2.22261904761905,2.13518518518519,2.17890211640212,NA,0,0.6669443257507274
301,"11/30/2017 10:48:11",4,1,23,1,3,5,5,4,3,3,4,4,4,4,4,2,3,4,4,4,3,4,3,4,4,3,4,1,4,4,2,3,3,4,3,4,4,4,4,4,4,4,2,2,2,3,3,5,4,4,4,3,4,4,4,4,2,4,3,3,5,1,1,1,1,2,1,2,3,2,2,2,2,1,1,2,1,1,2,2,3,1,1,1,2,2,2,1,2,3,2,1,4,1,3,1,1,1,"Wie nimmt sich eine Person in Bezug auf andere wahr- wie Ã¤ndert sich die Antwort bei Wiederholung",1.4,2,2,1.75,2.25,2.75,2.25,3.5,2.5,2.5,3.5,2.6,2.75,3,2,1.2,1.5,1.66666666666667,1.2,1.5,2.66666666666667,1.25,2.5,2.48214285714286,1.72037037037037,2.10125661375661,NA,0,0.6448773948930575
303,"11/30/2017 11:25:53",5,1,18,1,4,4,3,4,2,2,3,4,2,3,2,2,3,2,4,3,4,4,4,3,4,4,3,3,3,4,3,4,4,4,2,3,4,4,3,4,4,2,4,3,4,4,4,3,4,4,4,3,3,3,3,4,4,4,4,4,4,1,1,1,1,1,1,1,2,2,1,2,4,1,1,1,1,1,2,2,3,1,1,1,1,2,1,1,2,1,2,2,4,1,3,1,1,2,"Emotionale Situation und Reaktion auf Bilder mit eindeutiger Bedeutung",2.4,2,3.5,3.25,2.5,3.25,2,2,2.25,2.75,3,2.4,2.25,3,2,1,1.25,1.66666666666667,1.6,1,3.33333333333333,1,1.5,2.61071428571429,1.59444444444444,2.10257936507936,NA,0,0.6433198784646533
305,"11/30/2017 14:46:44",8,1,43,1,4,4,3,5,3,4,4,2,3,4,3,2,3,4,4,3,4,4,4,4,4,4,4,2,3,4,3,4,4,3,4,4,4,4,4,3,5,3,4,4,4,4,4,4,4,3,4,3,3,3,4,4,3,4,4,4,4,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,5,1,2,2,2,1,1,2,1,1,1,1,2,1,2,1,1,1,2,1,1,1,"Etwas mit Reiz-Reaktion oder vielleicht auch, wie konsitent man Fragen beantwortet wenn man sie mehrfach und leicht umformuliert prÃ¤sentiert kriegt - oder was ganz anderes und alles andere hat nur abgelenkt.",1.8,3,3,2.75,2,3,1.75,2.25,2.25,2,3,2.2,2,2,2,1,1,1.66666666666667,1.4,1,2,1.25,1,2.35714285714286,1.36851851851852,1.86283068783069,NA,0,0.7014070915253818
309,"11/30/2017 14:47:33",6,1,18,1,4,1,1,5,2,4,3,4,2,4,4,2,5,1,4,4,2,5,3,3,5,3,3,1,2,4,3,4,4,4,2,3,4,5,4,4,1,4,4,3,2,3,4,1,1,4,5,4,3,4,4,4,3,4,5,5,1,1,3,1,1,1,1,1,1,3,1,3,1,1,4,2,2,1,3,4,3,1,1,1,1,1,1,1,1,2,1,1,4,1,2,1,1,1,"Assozation von GefÃ¼hlen auf bestimmte bilder im Zusammenhang mit der eigenen PersÃ¶nlichkeit (RÃ¼ckschlÃ¼sse?)",4.6,2,2,4,2,3.5,1.25,2.5,1.25,2,3.5,2.2,4,3,2.8,1,1,1.66666666666667,1,1,2,2.5,1.75,2.7,1.63518518518519,2.16759259259259,NA,0,0.7259171478194731
311,"11/30/2017 14:48:15",5,2,19,1,3,2,2,4,4,5,4,5,3,3,3,2,3,4,4,4,5,5,3,4,5,5,5,3,5,5,3,4,5,5,3,5,3,5,3,3,1,2,3,4,4,3,4,4,5,5,5,5,5,3,4,5,3,3,4,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,4,3,1,1,4,2,4,2,1,2,1,1,1,1,3,1,1,1,3,1,1,1,1,1,"Die Toleranz fÃ¼r unangenehme Situationen bei Menschen in verschiedenen Phasen im Leben festzustellen.",3.2,1,3,3,1.75,1.75,1.5,3,2.25,1.5,3.25,1.4,1.5,2.66666666666667,1.6,1,1.25,2,1.6,1,2,2.5,1,2.19761904761905,1.55,1.87380952380952,NA,0,0.7245161615865431
312,"11/30/2017 14:48:27",5,2,20,1,5,5,5,3,4,5,4,3,3,4,4,4,5,4,3,5,4,5,4,4,5,4,3,1,3,3,4,5,4,3,3,4,4,3,5,4,5,3,5,4,4,4,3,3,4,4,5,3,2,4,5,3,3,3,5,5,4,1,1,1,1,1,1,1,4,1,2,2,2,1,1,2,2,1,2,1,2,1,1,2,2,2,1,1,3,1,2,2,1,1,1,1,1,2,"Evtl. einen Zusammenhang zwischen der eigenen EinschÃ¤tzung der Person und deren Empfinden in Bezug auf die Bilder herauszufinden",1.8,2.75,2,2,1.25,2.75,2.5,1.75,1.25,1.25,2.75,2.8,2,2.66666666666667,1.2,1.2,1.25,1.66666666666667,2,1.25,1.66666666666667,1.25,2,2.10833333333333,1.49814814814815,1.80324074074074,NA,0,0.7231268922622028
313,"11/30/2017 15:09:11",5,1,23,1,5,5,4,4,3,3,5,4,4,4,5,4,4,5,5,4,5,5,4,4,5,4,3,3,4,3,3,5,4,5,1,2,4,3,5,4,5,4,5,1,4,5,4,5,5,5,4,4,5,4,5,5,4,3,3,4,5,1,2,1,2,2,1,1,2,1,1,1,4,2,5,2,3,1,2,1,1,3,1,1,2,2,2,2,4,2,1,1,2,1,3,1,5,3,"Das Empfinden der Bilder in AbhÃ¤ngigkeit der momentanen GefÃ¼hlslage analysieren",1.6,1.25,1.75,1.75,1,2.25,2.75,1.5,1.75,2,2,2,1.5,4.33333333333333,1.6,1.8,1.5,1.33333333333333,2.2,1.75,2.66666666666667,3,1.75,1.95952380952381,1.95555555555556,1.95753968253968,NA,0,0.7217491330657801
314,"11/30/2017 15:09:21",2,1,51,1,5,5,4,5,4,5,5,4,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,4,5,4,5,5,5,3,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,1,1,3,2,1,1,1,1,1,5,1,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1," ",1,1.25,1,1.5,1,1.5,1.25,1,1.5,1,1.75,1,1,1.66666666666667,1.8,1,1,1,1.2,1.5,1.66666666666667,1.25,1,1.24404761904762,1.26851851851852,1.25628306878307,NA,0,0.6430912045884548
318,"11/30/2017 15:09:47",3,1,23,1,4,4,4,4,3,4,4,3,4,4,4,2,4,2,3,4,4,4,4,4,4,3,4,2,3,4,4,4,4,3,4,4,3,4,3,3,4,4,4,4,4,3,3,4,4,3,4,3,3,4,3,3,4,4,4,4,4,2,2,1,2,1,1,2,1,1,2,2,3,2,4,1,1,2,2,1,3,2,1,2,3,2,1,2,1,1,3,2,3,2,4,1,2,2,"Die Anschauungsdauer und Empfindung der ""unangenehmen Bilder"" zu messen, nachdem man mit positiven Bildern konfrontiert wurde. <br>--> hÃ¤lt man die Bilder lÃ¤nger aus?<br>--> wie hÃ¤ngt das mit der emotionalen Verfassung in letzter Zeit zusammen?",2,3,2,2.75,2.25,2.75,2,2,2.25,2.5,3.25,2.6,2,2,1.4,1.8,1.25,2.33333333333333,1.8,2.25,3.33333333333333,2.25,1.25,2.38214285714286,1.96296296296296,2.17255291005291,NA,0,0.6065497914804955
322,"11/30/2017 15:35:22",7,1,24,3,5,5,3,5,4,4,5,5,4,3,4,1,5,4,4,5,5,4,5,4,5,4,5,5,3,5,5,4,4,5,5,5,5,4,5,5,5,4,5,3,5,4,5,5,5,5,5,4,3,4,5,5,4,3,5,4,5,1,1,1,1,1,1,1,1,1,1,2,5,2,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1," ",1,1,1.75,2,1.25,2.25,1.25,1.25,1.5,1.5,2.75,1.6,1.25,2.33333333333333,1.2,1,1,1,1,1.25,2.66666666666667,1,1.5,1.6202380952381,1.29074074074074,1.45548941798942,NA,0,0.6361092425818557
323,"11/30/2017 15:46:57",7,2,20,1,3,4,4,5,4,4,4,4,3,4,3,3,2,5,3,4,4,5,5,5,5,3,5,5,3,5,3,5,2,4,4,4,5,3,4,4,5,4,4,4,5,3,3,4,4,4,4,4,3,3,4,4,4,3,4,5,3,1,2,2,2,2,2,3,4,2,2,2,1,1,1,5,1,1,2,2,3,2,2,1,1,3,2,3,2,1,2,2,2,1,1,1,1,1,"EigenstÃ¤ndigkeit/Selbstbewusstsein/Selbstvertrauen/SelbstwertgefÃ¼hl der Teilnehmer in Beziehungen und Arbeit/Schule/Studium, Umgang mit unangenehmen Situationen",2,2,2.5,2,1.5,2.75,1.75,2,1.75,2.25,2.25,2.6,1.5,2.33333333333333,1.8,1.4,2,1.66666666666667,1.6,2,1.66666666666667,2.5,2.25,2.08452380952381,1.87592592592593,1.98022486772487,NA,0,0.672927226236011
332,"11/30/2017 16:12:46",5,1,22,1,4,5,4,5,4,3,4,3,4,4,4,3,4,3,3,4,4,5,4,5,5,4,4,5,4,3,5,5,4,3,3,5,4,4,4,5,5,4,5,3,4,3,3,5,4,3,5,3,4,5,4,3,4,4,4,5,5,1,2,1,1,3,1,2,2,1,2,1,3,1,1,1,1,1,1,1,3,2,3,1,2,2,1,1,1,1,1,1,5,1,2,1,2,1,"Einfluss von vorherschenden Emotionen auf Toleranz unangenehmer Reize erforschen?",1,3,1.75,2,1.5,1.75,2,1.75,1.5,2,2.25,2.6,1.75,2.66666666666667,2.2,1.4,1.75,1,1,1.5,2.66666666666667,1.5,1.25,1.96547619047619,1.58518518518519,1.77533068783069,NA,0,0.6715551584139413
334,"11/30/2017 16:13:50",5,1,21,1,4,3,2,5,5,5,5,5,3,4,2,3,5,4,5,3,5,4,5,5,5,4,5,1,3,5,5,5,5,4,5,3,5,5,5,3,1,2,4,5,5,5,5,3,5,5,5,5,4,3,4,4,5,3,5,4,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,2,1,1,3,2,2,2,1,1,3,2,1,3,2,1,2,2,2,1,2,1,1,1,"Emotionen und Selbstwert in Verbindung zu bringen",3.6,1.5,3.5,3,1.25,1.75,1,1.5,1.5,1.25,2.75,1,1,1.66666666666667,1.4,1.2,1.5,2,1.4,2,1.66666666666667,1.75,1,1.87619047619048,1.5462962962963,1.71124338624339,NA,0,0.6701946681979081
339,"11/30/2017 16:46:46",7,1,25,1,4,4,3,3,3,4,3,4,3,4,3,3,4,2,4,3,3,4,4,3,3,2,4,2,2,3,3,3,4,4,3,2,3,2,3,3,5,3,4,3,4,4,4,4,4,5,3,4,3,3,3,4,3,4,4,4,4,2,1,2,3,1,2,2,2,1,3,1,1,1,1,1,1,1,2,1,2,1,1,2,3,2,1,1,2,1,2,3,3,1,2,1,2,2,"zu sehen ob durch die Bilder negativere Antworten gegeben werden",2.2,1.75,3,3.25,3,3.25,3,2.25,2.25,3,2.75,2,2.5,2.66666666666667,1.4,2,1.5,1.66666666666667,2.4,1.75,1.66666666666667,1,1.25,2.63333333333333,1.62592592592593,2.12962962962963,NA,0,0.7154628519026487
341,"12/4/2017 15:44:09",4,1,55,1,5,5,4,5,3,5,5,5,2,4,5,1,5,3,5,5,5,4,4,5,4,4,4,2,2,5,3,4,4,5,5,3,3,5,4,4,1,4,5,4,5,5,5,1,5,5,5,5,4,5,5,5,5,5,5,4,1,1,2,1,1,1,1,2,1,2,2,1,3,1,1,1,1,1,2,3,1,2,2,3,2,1,1,1,1,1,1,3,3,1,3,1,1,1,"keine Ahnung",3.8,1,1.25,2.75,1.5,3,1,1.25,2,1.5,3,1.4,1,1.33333333333333,2.2,1.2,1,1.33333333333333,1.8,1.5,2.33333333333333,1.5,1,1.84166666666667,1.54074074074074,1.6912037037037,NA,0,0.6873052201577996
342,"12/4/2017 15:44:24",7,2,58,1,4,4,3,4,3,4,4,3,3,2,4,2,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,3,3,2,3,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,4,1,1,1,1,1,2,1,2,2,1,1,2,1,2,1,1,1,2,2,1,2,2,2,1,1,1,2,2,1,1,2,3,2,3,1,2,1,"keine Ahnung.",2.2,3,2.25,2.75,2.25,2.75,2.25,2,2.75,2.25,3,2.2,2,2.33333333333333,2,1.4,1,1.66666666666667,1.6,1.25,2,1.5,1.25,2.42738095238095,1.51851851851852,1.97294973544974,NA,0,0.7364828665013825
343,"12/4/2017 15:44:39",5,1,53,1,5,5,5,4,4,4,4,4,4,5,4,3,3,3,3,3,4,5,4,5,5,5,3,5,4,4,4,5,5,4,3,3,5,4,5,5,5,4,4,4,5,5,4,4,5,4,4,4,4,4,4,4,4,4,5,5,3,1,1,1,1,1,1,2,1,1,1,1,4,1,2,1,1,1,4,5,2,1,1,1,3,1,1,1,1,1,2,2,1,1,3,1,1,1,"GefÃ¼hle und Reaktionen hervorzurufen",2,2,2.25,1.75,1.5,2,1.75,1.75,1.5,1.5,1.5,2.2,1.25,2.33333333333333,1.8,1,1,2.33333333333333,1.2,1.75,3,1.25,1,1.80595238095238,1.59259259259259,1.69927248677249,NA,0,0.7352383429924152
345,"12/4/2017 15:45:07",5,1,41,1,4,5,4,5,3,4,4,4,4,4,3,3,4,3,4,4,4,3,4,4,5,4,3,3,3,2,3,4,3,3,4,2,4,5,3,4,1,3,4,4,4,4,3,1,4,3,4,3,3,4,4,5,4,4,5,4,1,1,2,1,1,1,1,1,1,1,1,2,3,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,2,1,1,1,1,1,2,1,2,1,"Das weiÃŸ ich leider nicht.",4,2.25,2.5,2.25,1.75,3,1.75,2,2.25,2.25,2.5,2.8,2,2,1.2,1.2,1,1.33333333333333,1.4,1.5,2.33333333333333,1.75,1.5,2.37857142857143,1.4685185185185201,1.92354497354497,NA,0,0.7340027401473116
348,"12/4/2017 15:47:50",5,1,21,1,2,4,4,5,3,4,4,4,3,4,5,3,4,2,3,4,5,4,2,3,4,4,3,4,3,5,4,4,4,4,4,1,3,5,4,4,1,4,3,3,3,4,3,1,3,4,5,4,3,4,4,4,3,3,5,4,1,1,2,1,1,1,1,2,1,2,1,3,2,1,1,1,1,1,1,2,5,3,3,1,1,1,2,1,2,2,1,1,2,1,5,1,1,1,"Die derzeitige emotionale Lage und deren Auswirkung auf das soziale Miteinader zu untersuchen",4.4,2,1.75,2.75,2,2.75,1,3.5,2.25,1.75,2.25,2.6,2.5,2.66666666666667,2,1,1,1,1.2,1.25,4,1.75,2,2.44047619047619,1.68888888888889,2.06468253968254,NA,0,0.732775923124818
349,"12/4/2017 15:48:37",3,2,23,1,3,3,4,5,2,5,4,4,4,3,4,1,5,3,2,5,5,5,4,5,5,4,5,3,3,4,2,4,3,5,5,4,4,5,5,5,1,4,3,4,5,4,3,4,5,5,5,3,4,5,4,4,5,5,5,5,3,1,1,1,1,1,1,1,1,2,2,1,3,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,3,2,2,2,1,1,2,1,"Herausfinden, wie jemand sich selbst einschÃ¤tzt und ob er glÃ¼cklich/zufrieden ist.",3,1.5,1.5,2,1.75,3.25,1.25,2.25,1.25,1.25,3.25,2.8,1,1.33333333333333,1.6,1.6,1.25,2.33333333333333,1.2,1.25,2,1.75,1,1.95595238095238,1.5537037037037,1.75482804232804,NA,0,0.6747199875473194
350,"12/4/2017 16:23:08",4,1,60,1,5,3,4,3,4,3,4,4,3,4,4,2,4,3,4,4,4,4,5,5,4,4,4,5,4,3,4,4,4,3,3,3,4,3,4,4,2,4,5,4,4,4,3,4,4,3,4,3,4,4,4,4,4,3,5,5,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,3,2,2,2,2,1,1,1,1,1,2,"SelbsteinschÃ¤tzung",3,2.5,2,2.5,2,2,2.5,1.25,1.75,2.25,2.25,2.4,1.75,2.66666666666667,1.2,1,1.25,1.33333333333333,1.6,1.5,1,1.25,1.5,2.20119047619048,1.29259259259259,1.74689153439153,NA,0,0.6505197052213647
