"file","language","subject","vl","time","condition","BLLS_1","BLLS_2","BLLS_3","BLLS_4","BLLS_5","BLLS_6","BLLS_7","BLLS_8","BLLS_9","BLLS_10","BLLS_11","BLLS_12","BLLS_13","BLLS_14","BLLS_15","BLLS_16","GWAL_1","GWAL_2","GWAL_3","GWAL_4","GWAL_5","GWAL_6","Gewinnen","Naturgesetze","Realitaet","age","gender","bildung","taetigkeit","hits","GeneralLuck","PersonalLuckiness","GWAL","handaufsherz","ungewoehnlich","timeChoice","timeBLLS","correct_1","correct_2","correct_3","correct_4","correct_5","correct_6","correct_7","correct_8","correct_9","correct_10","correct_11","correct_12","correct_13","correct_14","correct_15","correct_16","correct_17","correct_18","correct_19","correct_20","qbit_1","qbit_2","qbit_3","qbit_4","qbit_5","qbit_6","qbit_7","qbit_8","qbit_9","qbit_10","qbit_11","qbit_12","qbit_13","qbit_14","qbit_15","qbit_16","qbit_17","qbit_18","qbit_19","qbit_20","hits5","hits10","hits15","hits20"
1590,0,"nc91t298aweyscay",6,"2024-03-30T09:19:32Z","unlucky",3,2,4,3,2,3,3,3,3,2,4,2,3,4,2,3,0,1,1,1,3,0,3,5,3,27,"male","Abgeschlossene Berufsausbildung","Berufstätig",7,2.5,3.5,1,"Ja",NA,1379.95,69684,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,20,18,40,84,21,96,32,77,51,57,42,53,77,88,5,39,72,78,66,28,3,1,1,2
1591,0,"latzp8ogzsj7928w",6,"2024-03-30T09:21:41Z","unlucky",3,4,3,4,0,4,2,2,4,2,1,4,4,3,4,2,0,0,1,1,2,1,1,5,4,23,"female","Fach- oder Hochschulreife (Abitur)","Student/in",7,3.166666666666667,2.5,0.833333333333333,"Ja",NA,1136.65,47947,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,79,0,62,14,61,50,33,13,45,54,43,28,99,93,97,94,18,35,40,52,2,2,1,2
1592,0,"ma9jxpx0b2v0dpte",6,"2024-03-30T10:10:27Z","unlucky",3,4,4,3,1,4,3,4,4,1,4,3,3,3,3,3,1,1,2,1,2,2,2,4,5,23,"female","Fach- oder Hochschulreife (Abitur)","Student/in",10,2.666666666666667,3.666666666666667,1.5,"Ja",NA,2840.9,96780,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,37,45,54,9,7,46,23,1,28,69,6,37,2,72,84,73,76,68,10,95,3,3,3,1
1593,0,"hv4rftuzeafj4t3y",6,"2024-03-30T11:02:53Z","lucky",2,3,2,2,1,2,2,2,4,0,3,0,3,2,0,2,0,0,0,0,0,0,3,5,5,23,"male","Fach- oder Hochschulreife (Abitur)","Student/in",11,1,2.166666666666667,0,"Ja","Bei der Münze sah die Kopfseite so cool aus, dass ich immer Kopf genommen habe.",1584.85,212602,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,93,92,53,27,44,5,79,67,50,92,73,24,83,35,64,19,13,14,93,20,3,2,2,4
117,0,"6916",NA,"2024-03-30T11:17:49Z","lucky",2,3,3,3,1,3,3,3,3,2,3,1,3,3,1,3,2,3,1,3,2,1,4,4,5,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",14,2,3,2,"Ja",NA,1948.9,57795,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,50,1,83,60,44,45,55,74,62,7,7,50,34,73,75,58,31,2,7,13,3,3,3,5
118,0,"yw66hcbfmce2h39c",NA,"2024-03-30T11:31:35Z","lucky",1,2,3,2,0,2,1,1,2,2,1,1,1,1,2,3,0,3,1,1,2,3,4,4,5,22,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,1.5,1.833333333333333,1.666666666666667,"Ja",NA,1477.2,38342,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,7,78,41,78,97,83,54,91,94,68,32,41,68,9,69,44,1,34,58,58,2,1,3,5
1594,0,"1a2cqeeksb3pm720",6,"2024-03-30T12:16:47Z","unlucky",4,4,4,4,0,4,4,4,4,4,4,0,4,4,0,4,0,3,3,4,1,0,1,5,4,31,"male","Fach- oder Hochschulabschluss","Berufstätig",4,2.666666666666667,4,1.833333333333333,"Ja",NA,1299.1,68058,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,74,41,47,88,78,81,58,88,97,71,1,52,75,25,11,58,42,34,93,71,0,0,3,1
795,0,"630zsz2k6hyzlsg7",2,"2024-03-30T12:46:19Z","unlucky",2,4,3,4,1,3,3,4,3,4,1,3,4,3,3,3,1,2,2,3,2,4,1,1,4,40,"female","Abgeschlossene Berufsausbildung","Berufstätig",6,3.166666666666667,2.833333333333333,2.333333333333333,"Ja","Die letzten zwei Aufgaben (Farbhelligkeit und Sättigung) könnt ihr bei mir nicht verwenden, da ich kein Farbton präsentiert bekam, dass sich vom weißen Hintergrund abhob (weshalb das maximum ""hell"" und blass"" gewählt wurde)",2141.2,75120,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,29,65,47,26,61,92,76,73,51,72,60,93,27,56,4,53,8,49,61,19,2,0,2,2
1044,1,"honv61cc6dmbue2z",3,"2024-03-30T12:46:45Z","lucky",0,4,2,3,1,2,0,2,3,0,3,0,4,4,1,2,2,2,2,3,4,3,1,5,5,29,"male","University degree","Employed",13,0.666666666666667,2.5,2.666666666666667,"Yes",NA,974.05,117168,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,46,46,83,82,47,41,76,62,75,33,86,9,24,42,33,90,59,45,32,18,3,2,4,4
1595,0,"r44efp3snmlt0r0u",6,"2024-03-30T12:59:46Z","unlucky",3,3,4,4,1,4,3,2,1,3,2,0,2,4,1,2,1,2,2,1,2,2,3,5,4,62,"male","Fach- oder Hochschulabschluss","Rentner/in",7,2.333333333333333,3,1.666666666666667,"Ja","nein",4541.8,161564,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,12,15,25,3,40,52,97,52,72,83,15,45,80,83,62,36,80,98,41,1,4,0,1,2
119,0,"66akfet0xhr7sdfj",NA,"2024-03-30T14:12:27Z","lucky",2,3,3,2,0,3,2,2,3,2,2,2,2,3,2,2,2,2,2,2,2,3,4,5,3,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",13,2,2.5,2.166666666666667,"Ja",NA,1525.1,55452,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,74,43,20,45,30,47,29,30,68,97,66,83,84,89,54,11,27,2,59,2,4,3,1,5
120,0,"ajutkg7c0r7259w5",NA,"2024-03-30T14:29:51Z","unlucky",3,4,3,4,2,4,3,2,3,3,1,3,3,3,1,2,2,0,1,4,2,1,4,5,5,23,"female","Fach- oder Hochschulreife (Abitur)","Student/in",7,2.833333333333333,2.5,1.666666666666667,"Ja",NA,1700.65,102807,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,74,50,17,23,84,49,7,44,26,22,19,72,3,51,48,60,71,70,92,49,2,3,2,0
796,0,"3jhqclsosreqf9rt",2,"2024-03-30T14:54:22Z","lucky",3,4,3,3,0,3,2,3,4,3,4,3,4,3,1,4,0,0,1,5,0,5,1,2,5,58,"female","Fach- oder Hochschulabschluss","Berufstätig",9,2.5,3.333333333333333,1.833333333333333,"Ja","Viele ähnliche, leicht anders formulierte Aussagen, deren Antworten sich schnell widersprechen, so dass man nochmal hinterfragen muss, ob das insgesamt Sinn macht.
Bei der Farbhelligkeits bzw. -intensitätsfrage fehlt der Bezug zu einer Grundfarbe. Hell/Dunkel, Intensiv/Blass sind relative Begriffe, die ohne Bezugsrahmen aus meiner Sicht wenig Sinn machen.
(persönliche Bemerkung am Rande :-) : Gendern ist in Studien unangebracht, auch in der Anmoderation - es lenkt ab und entbehrt jeder Evidenz - hat aber natürlich nichts mit dem Inhalt der Fragen zu tun.)",7508.6,221767,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,66,74,53,90,22,89,57,82,91,36,23,23,76,89,11,14,85,60,91,32,2,2,3,2
1045,1,"cpbz3qgj081px5mz",3,"2024-03-30T14:57:57Z","lucky",2,4,3,3,0,3,3,3,4,2,3,3,4,3,3,3,2,4,2,5,4,4,4,3,3,20,"female","University degree","Student",11,2.666666666666667,3,3.5,"Yes","not really, im sorry if i was supposed to notice something i really didnt :(",2207.65,42117,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,53,28,16,83,62,60,31,41,39,98,99,11,87,23,87,86,58,61,0,12,3,3,2,3
1596,0,"5s77l8g6rrt2dftt",6,"2024-03-30T15:37:46Z","unlucky",3,3,3,4,0,4,4,2,1,3,4,3,4,3,3,3,1,5,1,4,4,5,3,1,5,49,"male","Abgeschlossene Berufsausbildung","Berufstätig",8,3.333333333333333,3.166666666666667,3.333333333333333,"Ja","Die Fragestellungen sind teils sehr anspruchsvoll. ",2210.35,171600,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,95,32,70,11,80,95,42,6,74,30,70,72,7,48,44,34,34,57,62,25,2,2,1,3
1597,0,"ad1kjk87f48bx5e8",6,"2024-03-30T15:38:59Z","lucky",2,4,4,2,0,4,2,4,4,3,3,2,3,3,2,4,2,2,2,3,3,4,4,4,5,36,"female","Abgeschlossene Berufsausbildung","Berufstätig",9,2.166666666666667,3.666666666666667,2.666666666666667,"Ja","Es geht nicht um Wissen oder Objektivität. Eher um Fühlen und subjektive Eindrücke. ",4294.9,142341,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,75,83,81,9,80,86,66,52,76,19,5,73,19,86,75,73,49,24,16,51,1,2,2,4
797,0,"pqvtx5ulwxhld73m",2,"2024-03-30T15:41:45Z","unlucky",3,3,2,3,2,2,3,2,3,3,2,3,3,2,3,2,0,0,1,0,1,0,2,2,4,55,"male","Mittlere Reife","Berufstätig",7,3,2,0.333333333333333,"Ja","Einige der Fragen kann ich ohne Zusammenhang eigentlich gar nicht richtig beantworten. Mir wurde vor der Teilnahme ein solcher nicht mitgeteilt, Absicht oder Versehen? ",1424.4,177141,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,57,49,35,6,7,13,38,46,37,51,42,62,81,86,58,61,44,89,85,3,4,0,0
798,0,"d7bm93xa3plr272p",2,"2024-03-30T15:45:22Z","lucky",0,3,4,0,3,4,0,0,2,0,4,0,4,4,0,0,1,2,2,1,2,3,1,4,5,66,"male","Fach- oder Hochschulreife (Abitur)","Rentner/in",12,0,2.666666666666667,1.833333333333333,"Ja","Die Fragen wiederholen sich eigentlich , gibt aber nicht wirklich einen Sinn für mich",1607.1,235977,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,78,51,89,61,94,54,16,62,0,25,16,15,52,98,58,12,29,29,66,77,1,4,4,3
121,0,"6805",NA,"2024-03-30T16:26:00Z","unlucky",3,4,4,4,1,4,2,3,3,4,3,0,4,3,2,3,0,2,1,0,3,3,3,1,4,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",7,2.5,3.333333333333333,1.5,"Ja",NA,1911.1,75877,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,16,8,90,57,21,49,2,59,62,59,6,42,29,72,79,44,60,72,43,18,3,1,2,1
122,0,"glrxxcnmt0trdtxs",NA,"2024-03-30T16:30:26Z","lucky",3,4,3,4,1,4,2,2,3,3,3,2,3,3,3,1,3,4,4,4,5,3,3,3,5,23,"female","Fach- oder Hochschulreife (Abitur)","Student/in",14,2.833333333333333,2.666666666666667,3.833333333333333,"Ja",NA,1607.65,102879,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,64,60,54,78,22,36,10,35,22,50,23,29,54,5,86,88,92,25,59,38,2,5,4,3
123,0,"7411",NA,"2024-03-30T17:28:05Z","lucky",3,3,2,3,0,3,2,2,3,2,3,2,3,3,2,2,1,2,1,1,1,1,2,4,4,21,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.333333333333333,2.5,1.166666666666667,"Ja",NA,1627.7,68539,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,29,60,81,69,51,50,99,78,29,6,80,27,50,40,93,15,56,38,89,89,2,3,3,3
124,0,"3y3rvzbr2p1ycg34",NA,"2024-03-30T17:38:16Z","unlucky",3,3,4,3,1,4,4,0,3,3,0,3,3,4,4,3,3,2,1,3,3,4,1,4,4,62,"female","Fach- oder Hochschulabschluss","Sonstiges",8,3.333333333333333,2.5,2.666666666666667,"Ja","Witzig gemacht, diese Münzsache...das Ergebnis war mir aber egal.",1745.15,101543,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,71,12,13,55,54,28,88,21,35,74,72,77,9,97,88,22,35,84,85,44,2,3,1,2
125,0,"7072",NA,"2024-03-30T17:57:27Z","unlucky",3,3,3,3,1,4,3,3,4,2,3,2,4,3,2,3,0,1,1,3,4,1,4,4,4,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",8,2.5,3.166666666666667,1.666666666666667,"Ja",NA,1605.9,84699,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,39,17,71,86,3,96,45,67,9,23,68,65,32,17,53,82,25,43,93,83,3,2,2,1
126,0,"5653",NA,"2024-03-30T18:10:54Z","unlucky",4,4,4,4,0,4,4,4,4,1,4,3,4,4,1,4,2,1,1,0,2,3,2,5,4,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",14,2.833333333333333,4,1.5,"Ja",NA,2562.25,43401,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,43,39,15,85,8,70,14,9,73,4,80,52,17,0,18,31,30,19,33,11,3,3,3,5
128,0,"udnsj3j9hwn4l5gw",NA,"2024-03-30T18:52:16Z","lucky",3,4,3,4,2,4,3,3,4,3,3,0,4,4,4,3,1,1,1,0,1,0,4,3,4,34,"female","Anderes","Student/in",11,2.833333333333333,3.333333333333333,0.666666666666667,"Ja",NA,1576.05,100724,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,50,83,1,55,22,76,76,44,62,72,94,25,61,40,65,69,35,55,31,32,4,1,2,4
129,0,"7264",NA,"2024-03-30T18:56:02Z","lucky",2,3,3,3,0,4,2,3,3,4,3,3,4,3,0,2,1,2,1,0,3,3,4,4,4,18,"female","Fach- oder Hochschulreife (Abitur)","Student/in",15,2.333333333333333,3,1.666666666666667,"Ja",NA,1215.8,82565,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,82,56,83,5,4,27,22,32,84,24,56,56,50,29,67,27,41,25,22,83,3,4,4,4
130,0,"7570",NA,"2024-03-30T19:25:43Z","lucky",3,4,3,4,1,3,3,3,3,3,4,3,4,3,3,3,2,1,1,3,3,3,2,3,5,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,3.166666666666667,3.166666666666667,2.166666666666667,"Ja",NA,1838.2,61130,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,12,41,2,91,80,39,78,18,78,35,1,33,42,60,77,18,78,94,90,5,3,3,3,2
1046,1,"zqkqylpg50tngy7p",3,"2024-03-30T19:47:28Z","lucky",4,4,3,4,0,3,4,3,4,4,3,4,2,3,4,3,2,5,2,5,5,0,1,3,5,24,"female","University degree","Employed",13,4,3,3.166666666666667,"Yes","Heads for ages",1234.85,42795,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,86,98,66,59,48,40,3,41,17,19,55,99,17,57,4,72,92,6,62,59,2,5,4,2
131,0,"6814",NA,"2024-03-30T19:52:18Z","unlucky",4,4,2,4,1,2,4,2,3,2,2,3,4,1,4,2,1,2,1,3,1,2,1,4,4,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",6,3.5,1.833333333333333,1.666666666666667,"Ja","Beim Kopf-Zahl Spiel hat man ungefähr doppelt so oft verloren als man gewonnen hat. 
Ich vermute, das Spiel war rigged.",1079.3,125271,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,76,37,75,95,96,52,15,53,94,86,3,4,52,39,85,47,75,0,75,64,1,1,3,1
799,0,"bz0u9hjkl2lntvcg",2,"2024-03-30T20:02:26Z","lucky",3,3,3,2,0,3,2,2,4,2,3,2,3,3,2,2,0,0,0,0,0,0,3,5,3,56,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",12,2.166666666666667,2.666666666666667,0,"Ja","Optimierung fürs Smartphone wäre super.",2381.2,105716,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,60,4,45,95,86,15,49,58,30,7,91,65,95,20,94,83,55,12,58,47,2,5,1,4
132,0,"xsk3gfszq6qly56g",NA,"2024-03-30T20:17:48Z","lucky",3,3,2,3,2,2,3,3,3,2,3,3,3,3,3,2,1,1,2,1,2,2,4,4,3,41,"male","Abgeschlossene Berufsausbildung","Berufstätig",9,2.833333333333333,2.5,1.5,"Ja","Nicht bewusst ",2648.3,65399,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,78,62,69,33,53,6,42,27,65,67,88,18,91,79,88,28,76,25,23,74,2,3,1,3
133,0,"k3qrhgepajkgzx5d",NA,"2024-03-30T20:28:38Z","unlucky",1,4,3,1,0,3,1,1,4,3,1,1,4,3,3,1,0,0,0,0,1,0,1,5,4,28,"male","Fach- oder Hochschulabschluss","Student/in",4,1.666666666666667,2,0.166666666666667,"Ja","Der Münzwurf war nicht wirklich 50-50, oder?",4705.8,102629,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,77,61,83,49,99,47,8,89,63,5,43,94,7,68,63,84,54,12,51,78,0,2,1,1
800,0,"v3lch9wf83yjgwhq",2,"2024-03-30T20:31:39Z","lucky",4,4,0,4,2,0,4,0,2,0,4,4,4,0,4,0,0,0,0,0,0,0,3,5,5,34,"male","Abgeschlossene Berufsausbildung","Arbeitssuchend",13,3.333333333333333,0.666666666666667,0,"Ja",NA,14452.3,76051,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,33,75,64,94,17,36,26,44,10,54,76,67,89,57,53,76,45,39,29,23,2,5,2,4
134,0,"6970",NA,"2024-03-30T20:44:49Z","unlucky",2,3,2,3,2,2,2,2,1,3,3,3,3,3,1,3,1,1,1,1,3,1,4,3,2,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.333333333333333,2.5,1.333333333333333,"Ja",NA,1080.85,43434,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,19,55,1,8,97,78,9,78,13,21,50,54,48,1,59,8,28,66,31,32,3,3,1,4
135,0,"6808",NA,"2024-03-30T20:51:26Z","unlucky",3,4,3,3,1,3,3,3,4,3,1,2,3,3,3,2,2,1,2,3,3,4,3,2,4,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",11,2.833333333333333,2.5,2.5,"Ja","die Fragen am Anfang waren relativ gleich, nur anders gestellt. Und es ging ebenfalls um die Nettigkeit meiner Person, wobei sich mir noch nicht so ganz der Zusammenhang mit dieser Studie erschließt. Zudem die Frage mit der Helligkeit und Sättigung.",1766.85,92153,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,15,60,10,75,26,11,53,29,13,41,14,70,27,28,53,15,57,77,19,52,3,3,3,2
136,0,"7189",NA,"2024-03-30T21:27:36Z","lucky",1,3,2,1,1,3,1,3,4,0,3,2,4,3,1,3,1,1,2,0,3,0,1,4,2,19,"female","Fach- oder Hochschulreife (Abitur)","Student/in",10,1,2.833333333333333,1.166666666666667,"Ja","Nein",1444.5,114566,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,4,87,83,85,93,45,74,63,55,79,69,22,27,85,39,63,17,56,0,25,1,2,3,4
137,0,"2a2worlhzcxymymc",NA,"2024-03-30T21:41:44Z","lucky",3,4,1,2,0,1,2,1,3,2,3,1,4,1,0,1,0,0,0,2,2,1,1,5,4,32,"female","Fach- oder Hochschulabschluss","Berufstätig",7,1.666666666666667,1.333333333333333,0.833333333333333,"Ja",NA,1586.25,58993,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,99,19,66,91,96,99,67,48,50,98,94,63,18,28,85,70,2,72,37,61,1,2,2,2
138,0,"5953",NA,"2024-03-30T21:44:35Z","unlucky",4,3,4,4,0,4,4,4,3,4,3,3,4,3,4,4,2,1,2,0,1,3,2,4,5,20,"female","Fach- oder Hochschulreife (Abitur)","Student/in",8,3.833333333333333,3.666666666666667,1.5,"Ja",NA,1735.65,77306,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,29,98,67,34,28,68,67,44,46,91,68,77,93,71,60,16,33,35,30,4,3,0,0,5
1047,0,"rlj4osn08mj3j8oh",3,"2024-03-30T21:53:27Z","unlucky",1,3,4,1,1,4,1,2,3,1,2,3,4,4,0,2,0,1,0,0,2,0,4,5,4,25,"male","Fach- oder Hochschulabschluss","Auszubildende/r",6,1.166666666666667,3,0.5,"Ja",NA,1731.15,107185,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,47,67,75,77,19,61,98,92,95,91,41,77,36,21,13,20,80,77,25,84,1,0,3,2
139,0,"6013",NA,"2024-03-30T22:10:38Z","lucky",2,4,4,4,0,4,1,3,3,3,3,3,2,4,2,3,1,0,2,1,0,1,4,5,3,42,"female","Fach- oder Hochschulabschluss","Berufstätig",18,2.5,3.5,0.833333333333333,"Ja","Ich hatte nach ca. der Hälfte der Tipps das Gefühl, dass die Zahl/Kopf kommt, auf die ich getippt hatte, weil ich so oft richtig lag. 
",5571.4,97005,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,5,16,50,58,36,11,73,51,41,52,78,39,50,40,19,44,7,51,2,42,5,4,4,5
140,0,"0slb33oexf6z4cn5",NA,"2024-03-30T22:11:38Z","lucky",4,3,2,4,2,1,4,1,3,1,2,3,3,2,3,1,1,2,3,2,2,2,4,4,4,27,"female","Fach- oder Hochschulabschluss","Student/in",13,3.166666666666667,1.5,2,"Ja",NA,2163.65,72151,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,32,3,24,47,13,27,78,61,26,5,72,18,47,8,75,60,97,71,57,47,5,3,3,2
