"file","language","subject","vl","time","condition","BLLS_1","BLLS_2","BLLS_3","BLLS_4","BLLS_5","BLLS_6","BLLS_7","BLLS_8","BLLS_9","BLLS_10","BLLS_11","BLLS_12","BLLS_13","BLLS_14","BLLS_15","BLLS_16","chance1","chance2","chance3","chance4","chance5","influence1","influence2","influence3","influence4","Alltag","Kenntnis","Aktivitäten","Ausbildung","Strategie","StrategieText","Roulette","input0","input1","input2","input3","input4","input5","input6","input7","input8","input9","input10","input11","input12","input13","input14","input15","input16","input17","input18","input19","age","gender","bildung","taetigkeit","hits","GeneralLuck","PersonalLuckiness","handaufsherz","ungewoehnlich","timeChoice","timeBLLS","correct_1","correct_2","correct_3","correct_4","correct_5","correct_6","correct_7","correct_8","correct_9","correct_10","correct_11","correct_12","correct_13","correct_14","correct_15","correct_16","correct_17","correct_18","correct_19","correct_20","qbit_1","qbit_2","qbit_3","qbit_4","qbit_5","qbit_6","qbit_7","qbit_8","qbit_9","qbit_10","qbit_11","qbit_12","qbit_13","qbit_14","qbit_15","qbit_16","qbit_17","qbit_18","qbit_19","qbit_20","BF"
1551,0,"qt9llfqdfagwqw64",20,"2024-06-16T17:31:29Z","lucky",1,3,4,1,1,4,1,3,3,1,1,1,3,4,1,3,4,0,0,3,0,3,3,0,0,2,2,1,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,1,19,"male","Fach- oder Hochschulreife (Abitur)","Student/in",11,1,3.166666666666667,"Ja",NA,1409.3,121350,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,96,91,10,93,41,44,2,31,34,14,36,35,98,91,74,45,91,94,99,56,0.24244965665689402
1156,0,"vb5sdspzktbpsmk5",15,"2024-06-16T17:32:37Z","lucky",2,4,3,4,2,4,2,3,4,3,2,0,4,4,2,3,2,2,0,2,0,3,4,3,2,1,1,1,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,0,30,"female","Fach- oder Hochschulabschluss","Berufstätig",12,2.166666666666667,3.166666666666667,"Ja",NA,2053.4,91708,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,59,14,90,27,33,46,3,97,37,64,9,21,65,30,66,4,70,8,71,77,0.2423692601974663
1157,0,"w3kgytos1q5aetan",15,"2024-06-16T17:33:22Z","lucky",2,3,3,2,1,3,2,3,3,3,2,3,4,4,2,3,3,1,2,3,1,2,3,4,1,3,3,1,"Nein",NA,"Anfangs ging ich von 2 Kopf 2 Zahl wechselnd aus (im Hinterkopf natürlich bereits, dass diese Strategie zu simpel und offensichtlich ist und es somit relativ unwahrscheinlich wäre dass ich einen Treffer lande) ging ich im späteren Verlauf mit 1 Kopf 1 Zahl wechselnd mit intuitiven Unregelmäßigkeiten vor. vor ","beide sind gleich wahrscheinlich",0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,29,"male","Abgeschlossene Berufsausbildung","Berufstätig",13,2.333333333333333,3,"Ja","Nein. ",2846.35,155061,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,12,54,28,50,73,73,51,83,90,38,93,35,9,24,15,50,60,67,34,11,0.2397688006362761
204,0,"zx2uklfbmgpugngt",3,"2024-06-16T17:45:12Z","lucky",4,4,2,4,1,3,2,2,3,3,1,1,4,2,3,2,2,1,1,4,3,2,3,2,2,2,2,1,"Teil des Studiums (z.B. Psychologie)","Nein",NA,"beide sind gleich wahrscheinlich",1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,24,"female","Fach- oder Hochschulreife (Abitur)","Student/in",13,2.833333333333333,2,"Ja",NA,2352.9,93049,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,32,29,13,62,73,17,35,57,19,23,26,49,88,40,64,62,87,90,3,46,0.23721051551651504
1688,0,"5l64265bcjkybqqc",21,"2024-06-16T17:47:58Z","lucky",2,4,4,3,1,3,2,3,4,1,2,1,4,4,2,2,2,0,0,1,2,2,1,1,1,2,4,1,"Gymnasialniveau","Ja","beim 2.Fehl, bei der vorherigen Entscheidung geblieben ","beide sind gleich wahrscheinlich",0,0,1,0,1,1,1,0,1,0,0,1,0,1,1,0,0,1,0,1,62,"male","Fach- oder Hochschulabschluss","Berufstätig",11,1.833333333333333,3,"Ja",NA,1856.85,130906,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,76,46,22,29,72,36,61,98,97,21,63,25,85,3,50,14,3,95,86,9,0.23960376635470138
1243,0,"17amrla9r1shfggc",17,"2024-06-16T17:58:16Z","lucky",3,4,2,4,1,3,2,2,2,0,1,1,3,2,2,2,4,2,2,4,2,0,2,1,0,1,1,1,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,47,"female","Fach- oder Hochschulabschluss","Berufstätig",14,2,2,"Ja",NA,2136.6,129518,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,10,14,9,21,20,99,50,90,58,20,79,5,54,42,52,49,63,89,83,17,0.23460538871044687
318,1,"6zuk5xquge5pp4nm",4,"2024-06-16T18:12:02Z","lucky",2,3,2,2,1,2,2,2,3,3,3,3,3,2,1,2,3,1,2,1,2,3,3,1,2,2,2,1,"No","No",NA,"both are equally probable",0,1,0,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,33,"female","University degree","Student",11,2.166666666666667,2.166666666666667,"Yes","The last couple of questions had ""weiter"" on what I assume were the ""next"" buttons",1255.3,52897,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,45,42,26,51,72,63,69,65,56,5,81,53,56,13,64,43,69,55,83,84,0.23695783713394955
1351,0,"kz5yq91e0rqy5uck",18,"2024-06-16T18:15:47Z","lucky",2,3,2,2,1,3,2,2,3,3,1,1,3,3,1,2,1,0,0,1,1,1,2,1,3,3,4,2,"Gymnasialniveau","Ja","Nur Kopf getippt","beide sind gleich wahrscheinlich",0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,0,1,27,"female","Fach- oder Hochschulabschluss","Berufstätig",14,1.833333333333333,2.166666666666667,"Ja",NA,1926.65,110270,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,11,29,49,16,61,28,91,30,19,86,44,49,76,86,31,18,52,23,85,17,0.2320442615056638
1689,0,"5oxmkzoyhhzrkrcj",21,"2024-06-16T18:17:41Z","lucky",1,3,4,1,0,4,1,2,3,1,3,1,3,4,0,2,3,2,1,1,1,0,2,3,1,3,4,2,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,1,1,1,0,49,"male","Fach- oder Hochschulabschluss","Berufstätig",12,0.833333333333333,3.166666666666667,"Ja",NA,2324.05,128999,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,37,1,4,66,81,39,50,74,1,77,11,58,8,95,63,74,17,35,54,75,0.2319672768983746
1352,0,"f8o20vtvd7z6b791",18,"2024-06-16T18:20:44Z","lucky",4,4,4,4,0,4,2,3,3,3,2,3,4,3,3,3,3,1,1,3,3,0,1,1,1,2,3,1,"Teil des Studiums (z.B. Psychologie)","Nein",NA,"beide sind gleich wahrscheinlich",0,1,0,1,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,33,"male","Fach- oder Hochschulabschluss","Berufstätig",15,3.166666666666667,3.166666666666667,"Ja",NA,2173.3,124296,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,39,19,32,24,71,89,22,5,18,19,40,11,92,21,33,17,80,40,35,86,0.22492419835618047
1690,0,"x6ud05hzdfevdqod",21,"2024-06-16T18:30:05Z","lucky",1,4,3,2,3,3,2,3,2,2,2,2,3,3,3,3,2,3,2,3,4,3,1,1,2,4,4,2,"Teil des Studiums (z.B. Psychologie)","Ja","So lange das gleiche getippt, bis es eingetreten ist, dann gewechselt ","beide sind gleich wahrscheinlich",0,0,1,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,1,40,"female","Fach- oder Hochschulabschluss","Berufstätig",10,2,2.833333333333333,"Ja",NA,2378.8,77087,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,69,98,5,7,41,26,94,87,0,77,7,74,11,96,38,69,18,15,61,60,0.22943335966516876
1691,0,"okuj2ynm5emegths",21,"2024-06-16T18:47:44Z","lucky",1,2,4,1,1,3,3,3,2,1,2,1,3,3,3,3,1,1,1,1,2,3,2,1,3,2,3,1,"Gymnasialniveau","Ja","intuitiv und abwechselnd","rot ist wahrscheinlicher",1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,63,"male","Fach- oder Hochschulabschluss","Berufstätig",14,1.666666666666667,3,"Ja","Nö, Ergebnis wo??",2985.15,151334,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,47,25,17,43,34,92,4,78,1,15,82,5,31,75,3,65,43,49,86,18,0.22476145711810397
1692,0,"t4tylm6ohd139fe9",21,"2024-06-16T18:51:43Z","lucky",1,2,4,1,0,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,4,4,1,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,53,"female","Fach- oder Hochschulabschluss","Berufstätig",10,1.5,2.333333333333333,"Ja","Sie ist seltsam. Sie Wahrscheinlichkeit ist nunmal 1/2…. Daher erschließt sich mir der Sinn nicht. Die Einschätzung ob man Glück oder Pech hat ist doch eher ein Parameter mit dem man Resilienz oder seelische Gesundheit messen kann….",2154.15,115215,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,43,73,99,8,73,80,77,5,63,26,82,12,10,82,75,33,32,17,47,95,0.22926467224400726
1693,0,"a40rjjlwwy9bazjw",21,"2024-06-16T19:12:53Z","lucky",1,4,4,1,0,4,2,3,4,3,2,1,4,4,4,3,0,0,0,3,1,0,3,0,0,2,NA,NA,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",0,1,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,1,0,70,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",14,2,3.333333333333333,"Ja",NA,1795.15,70584,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,81,61,43,79,64,57,41,25,25,53,20,6,0,37,47,13,37,21,94,72,0.22459905967141502
1694,0,"ygle5qjkabjv04p5",21,"2024-06-16T19:15:50Z","lucky",3,2,3,4,2,3,3,3,2,3,2,3,3,4,4,3,1,2,1,3,1,2,3,1,1,2,1,1,"Nein","Nein",NA,"rot ist wahrscheinlicher",1,0,0,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,1,0,55,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",11,3.333333333333333,3,"Ja",NA,1601.2,72243,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,16,73,82,72,17,80,45,74,25,56,11,57,3,12,26,90,61,37,64,79,0.22679477042518467
1695,0,"ybr0yt3vazgz2x4a",21,"2024-06-16T20:39:29Z","lucky",3,4,2,4,1,2,4,2,3,3,2,1,3,3,0,2,3,2,2,2,2,3,2,3,3,4,4,3,"Teil des Studiums (z.B. Psychologie)","Nein",NA,"beide sind gleich wahrscheinlich",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,"male","Anderes","Berufstätig",14,2.5,2.166666666666667,"Ja",NA,1928.35,87389,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,2,35,30,62,59,79,3,54,68,23,79,79,34,9,24,62,44,9,42,29,0.22220678999285345
1696,0,"amoq9tmj7nbryfpl",21,"2024-06-16T21:10:56Z","lucky",1,2,4,1,0,3,1,3,4,0,4,3,4,3,3,3,4,3,1,3,4,2,4,3,4,2,1,1,"Gymnasialniveau","Ja","Mehrere Male je Kopf oder Zahl hintereinander","rot ist wahrscheinlicher",0,1,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,66,"female","Fach- oder Hochschulabschluss","Rentner/in",9,1.5,3.333333333333333,"Ja","Da es für mich keine Zufälle gibt, waren diesbezügliche Fragen schwer zu beantworten.
Die Studie richtet sich wahrscheinlich mehr an junge Menschen.",4906,575384,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,75,46,33,80,25,57,61,70,4,5,39,25,42,78,86,68,84,64,92,67,0.22892424071864442
319,0,"2b10t306fx5o8sef",4,"2024-06-16T21:33:35Z","lucky",3,4,3,3,1,3,3,2,4,4,1,2,4,2,3,2,3,0,0,4,1,0,0,0,0,3,5,2,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,1,19,"male","Fach- oder Hochschulreife (Abitur)","Student/in",10,3,2.166666666666667,"Ja",NA,1609,490452,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,16,0,77,39,65,57,0,49,99,16,1,2,66,4,98,94,77,89,70,70,0.2335549036047171
1698,0,"p6pjw18e8wsluvpf",21,"2024-06-16T22:00:45Z","lucky",3,2,3,4,2,4,4,4,4,3,2,0,4,4,4,1,1,1,1,4,3,1,3,3,4,4,1,1,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,1,0,1,0,46,"female","Abgeschlossene Berufsausbildung","Berufstätig",13,3,3,"Ja","Nein ",2321.2,103564,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,14,49,80,24,43,98,66,60,1,59,36,69,37,27,99,22,48,50,20,68,0.23110054390662196
1244,0,"2f9yo8vbu83y56os",17,"2024-06-16T22:13:57Z","lucky",4,3,4,4,1,4,3,3,3,4,2,0,4,3,1,2,4,2,2,2,1,1,3,3,0,4,2,2,"Gymnasialniveau","Nein",NA,"beide sind gleich wahrscheinlich",1,1,1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,34,"female","Abgeschlossene Berufsausbildung","Berufstätig",12,2.666666666666667,3,"Ja",NA,2378.6,107750,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,96,31,1,26,45,58,7,92,10,79,74,62,56,6,88,62,18,94,2,51,0.23102443433476474
1245,0,"5cvhhfc4q11q6tno",17,"2024-06-16T22:14:19Z","lucky",0,3,4,0,2,4,0,4,3,1,1,1,3,4,2,3,2,0,0,0,1,3,3,3,3,2,1,1,"Nein","Nein",NA,"rot ist wahrscheinlicher",0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,29,"female","Abgeschlossene Berufsausbildung","Sonstiges",14,0.666666666666667,3.333333333333333,"Ja","Es würden fragen sehr oft in unterschiedlichen Formulierungen gestellt, sodass man 2 unterschiedliche Antworten für die selbe ausgeben könnte ",2698.8,135532,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,35,47,98,80,80,41,35,18,64,69,56,86,57,27,28,27,22,17,41,45,0.22630477818976474
1699,0,"2hbutwuosg7vf0nq",21,"2024-06-16T22:28:41Z","lucky",4,4,2,4,1,4,4,2,1,4,1,4,4,2,4,2,4,1,3,2,2,3,3,3,3,3,5,4,"Teil des Studiums (z.B. Psychologie)","Ja","Anfangs habe ich dauernd auf Zahl getippt, um zu sehen, ob es mir wirklich zufällig erscheint und ich etwa genauso oft richtig oder falsch. Nachdem mir alles tatsächlich wie Zufall erschien, habe ich selber einfach wild getippt, weil das Münzwürfspiel mich ab dann amüsiert hat.","beide sind gleich wahrscheinlich",1,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,1,1,1,40,"male","Fach- oder Hochschulabschluss","Berufstätig",15,4,2.166666666666667,"Ja","Nein. Ich habe mir bewusst keine Gedanken gemacht, um zu verhindern, dass ich mich ""sozial erwünscht"" verhalte.
Bis jetzt habe ich immer noch keinen Schimmer, worum es in der Studie wirklich geht und das ist auch gut so. Allerdings würde ich mich freuen, wenn du das Ziel der Studie nach Abschluss deiner Studie bei nebenan.de in einem kurzen Kommentar offenbarst. Ich bin gespannt. Auf jeden Fall dir viel Erfolg bei deiner Studie!",2248.6,143057,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,6,6,14,47,65,86,0,6,36,0,21,52,95,43,43,10,52,98,29,78,0.21953570842977824
320,0,"m4cmw7nh6nqan8e0",4,"2024-06-16T22:50:42Z","lucky",2,4,2,2,1,2,2,2,4,2,1,2,4,2,1,2,2,0,0,2,2,1,2,3,0,4,4,1,"Teil des Studiums (z.B. Psychologie)","Nein",NA,"beide sind gleich wahrscheinlich",0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,30,"female","Fach- oder Hochschulabschluss","Student/in",11,1.833333333333333,1.833333333333333,"Ja",NA,1023.95,77484,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,58,91,34,33,90,22,24,22,98,92,74,73,63,62,46,5,45,88,55,47,0.22165248608629975
321,1,"6e9ca0oj01bhgvlr",4,"2024-06-17T01:47:50Z","lucky",3,2,1,4,3,3,4,1,3,3,1,3,4,1,4,1,4,1,3,2,3,3,3,3,3,2,3,1,"No","No",NA,"both are equally probable",0,1,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,0,1,27,"male","General qualification for university entrance","Seeking employment",18,3.5,1.333333333333333,"Yes","too many coin tosses",886.75,56988,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,16,45,3,1,44,2,14,34,17,93,60,16,7,26,57,20,18,24,12,15,0.20891913334468903
1700,0,"txjyml7n16rdl2s5",21,"2024-06-17T04:36:14Z","lucky",2,3,4,4,0,4,2,2,3,3,1,3,3,4,3,2,3,3,3,1,3,0,3,0,1,3,5,2,"Teil des Studiums (z.B. Psychologie)","Ja","Immer kopf","beide sind gleich wahrscheinlich",0,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,1,44,"female","Fach- oder Hochschulabschluss","Berufstätig",13,2.833333333333333,2.833333333333333,"Ja",NA,2133.55,88528,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,91,10,33,87,75,0,83,23,46,20,24,84,11,18,26,72,48,93,14,57,0.2068582351273762
1701,0,"9zrbba4mxwm54sb5",21,"2024-06-17T04:48:38Z","lucky",4,4,2,4,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,1,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,58,"female","Abgeschlossene Berufsausbildung","Rentner/in",11,3,2,"Ja","Nein",2870.15,105409,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,28,62,86,91,93,11,64,55,16,27,24,54,99,98,80,53,36,39,44,82,0.20877976543028198
322,0,"99c64amq28p8mdto",4,"2024-06-17T04:54:12Z","lucky",0,4,2,0,0,3,0,1,4,3,1,0,4,3,0,1,4,0,0,4,0,0,1,3,0,5,5,1,"zentraler Aspekt des Studiums (z.B. Mathematik, Statistik)","Ja","Egal, da laplace experiment","beide sind gleich wahrscheinlich",0,0,1,1,0,1,1,0,1,1,1,1,0,0,1,0,1,0,0,1,21,"male","Fach- oder Hochschulreife (Abitur)","Student/in",10,0.5,1.833333333333333,"Ja",NA,1872.4,96468,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,79,64,28,2,30,28,26,83,85,55,80,94,85,2,52,71,0,73,85,30,0.21277896662533374
1246,0,"0xoca7wzvdxr7e6f",17,"2024-06-17T04:55:50Z","lucky",2,3,3,4,2,2,2,1,3,2,1,2,3,3,3,2,3,2,2,1,2,1,2,1,2,2,1,2,"Nein","Nein",NA,"beide sind gleich wahrscheinlich",1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,1,46,"female","Fach- oder Hochschulreife (Abitur)","Berufstätig",15,2.5,2,"Ja",NA,2514.9,142626,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,88,42,54,40,71,10,15,13,30,15,25,84,8,40,18,53,29,11,88,95,0.20665000085112492
1702,0,"xpvn4k2f1alztv73",21,"2024-06-17T05:02:43Z","lucky",4,4,4,3,1,4,3,3,4,4,1,1,3,4,1,3,1,1,2,1,1,3,3,3,3,3,1,1,"Nein","Ja","Einigermassen ausgeglichen","rot ist wahrscheinlicher",0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,1,56,"female","Fach- oder Hochschulabschluss","Berufstätig",11,2.666666666666667,3.166666666666667,"Ja","Was bezeichnet Ihr als Glück/ Zufall/ Wahrscheinlichkeit? 
Auf dem Handy unpraktisch zu bedienen, muss viel scrollen. Hätte 1 als ja sehr und rechts als ganz wenig erwartet. 
Mir ist aufgefallen, dass ich vorher an Glück usw glaube, dann bei Wahrscheinlichkeit (Roulette) merke, dass es doch eine math Formel gibt. Ich hsbe trotzdem nach dem Bauchgefühl geantwortet, nicht nach Logik. ",2456.5,140314,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,27,81,51,32,34,67,79,98,66,22,44,56,58,48,97,94,83,36,13,93,0.20856771248392947
1703,0,"kp9adbhh4rbm2jke",21,"2024-06-17T05:30:07Z","lucky",2,3,3,3,2,3,3,3,3,4,2,0,2,3,4,3,3,3,1,3,1,2,2,3,3,2,1,2,"Nein","Ja","Versuch macht kluch!","beide sind gleich wahrscheinlich",1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,71,"female","Mittlere Reife","Rentner/in",13,2.666666666666667,2.833333333333333,"Ja",NA,3629.75,284753,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,72,70,4,39,79,53,57,67,22,24,6,40,8,32,19,74,41,28,91,88,0.2065126841829059
1158,0,"8qm7wfdef2vcj54a",15,"2024-06-17T05:30:48Z","lucky",3,3,3,3,4,3,3,3,2,3,2,2,4,3,3,2,4,1,1,4,0,1,1,1,3,2,1,1,"Nein","Ja","Wenn mehrmals hintereinander das selbe Bild kommt, kommt beim nächsten Mal das andere Bild.","rot ist wahrscheinlicher",0,0,0,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,1,86,"female","Volks- oder Hauptschulabschluss","Rentner/in",15,2.833333333333333,2.666666666666667,"Ja",NA,7150,378696,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,41,67,33,85,6,41,51,91,92,14,98,27,36,10,56,12,21,30,45,14,0.20066709306919375
