"CASE","SERIAL","subject_id","Pos","bet.ges...ms.3","STARTED","BI01","BI02","SS01_01","SS01_02","SS_Score","FF01_01","FF01_02","FF01_03","FF01_04","FF01_05","FF01_06","FF01_07","FTF6_Score","OP01_01","OP01_02","OP01_03","OP01_04","OP01_05","OP01_06","OP01_07","OP01_08","OP01_09","OP01_10","Opt_Score","Pess_Score","ME01","ME09","ME02","ME02_05","ME03","ME04","ME05","ME05_01","ME05_02","ME05_03","ME05_08","ME05_10","ME05_05","ME05_05a","ME05_06","ME05_06a","ME06","ME06_05","ME06_01","ME06_02","ME06_03","ME06_04","ME06_06","ME10","PT01_01","PT02","PT02_01","DE01","DE02_01","DE05","DE06","TIME001","TIME002","TIME003","TIME004","TIME005","TIME006","TIME007","TIME008","TIME009","TIME010","TIME_SUM","MAILSENT","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","BF"
419,NA,"la0ma1l2",43,11029,"20.04.2017 13:24",5,5,2,3,2.5,2,2,2,3,2,2,5,2.166666667,3,3,2,4,4,3,2,2,2,4,3.666666667,2,1,3,5,"15",2,1,4,2,2,1,2,1,2,"Vater Unser",1,"",6,2,2,2,2,2,2,5,"Art und Weise wie Personen beten
Auswirkungen des Betens auf die Person/ Persönlichkeit und ihre Einstellung zum Leben",1,"Den Film mit den Bildern und Tönen kenne ich nicht aus Online-Befragungen.",1,29,1,NA,12,19,22,80,92,6,137,114,12,21,515,NA,"20.04.2017 13:33",1,0,10,10,0,0,0.85,2,0.5618981997760589
127,NA,"v75otz4m",49,40342,"19.03.2017 19:04",5,3,2,3,2.5,6,4,6,6,1,2,7,4.166666667,5,3,4,3,4,3,3,4,1,3,3.666666667,2.666666667,1,3,5,"26",1,2,4,2,2,2,2,1,1,"",1,"",5,2,2,1,2,2,2,5,"Ob die Einstellung von Menschen, die beten anders ist als die, die nicht beten.
",1,"Die Frage mit der Verbindung zu Gott/ einem höheren Wesen. Beten ist sprechen mit Gott und ich erhebe meine Seele dabei zu ihm und nichts andere,",2,29,1,NA,11,6,21,38,60,6,81,115,13,33,384,NA,"19.03.2017 19:11",1,0,10,10,0,0,1.1,10,0.5533555027736798
390,NA,"vhtoeecc",44,43137,"01.04.2017 12:53",5,4,2,3,2.5,4,6,6,5,1,5,4,4.5,3,3,1,3,5,4,4,3,2,4,3.333333333,2.333333333,1,3,4,"",1,2,1,1,2,1,1,1,1,"",1,"",2,1,2,1,2,1,1,5,"Die allgemeine Einstellung von Christen im Bezug auf das alltägliche Leben, auf die Auswirkung von Gebeten und wie zu den Dingen stehen, die aktuell auf dieser Welt passieren.",1,"Der ständige Wechsel aus positiven und negativen Bildern.",2,29,1,NA,34,18,27,93,234,5,111,117,11,33,683,NA,"01.04.2017 13:05",1,0,10,10,0,0,0.74,4,0.5127853736156124
387,NA,"wxahv475",60,6384,"29.03.2017 23:54",5,1,1,2,2.5,4,4,2,4,1,4,4,3.166666667,4,4,2,5,5,3,1,5,3,4,4.333333333,2,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Ich vermute ihr wollt testen, ob Meditation/Gebet irgend eine signifikante Auswirkung auf Konzentrationsfähigkeit hat. Und in wie weit dies beeinflusst wird, von positiv oder negativ konnotierten Bildinhalten/Situationen.",1,"Ich hätte im Anschluss noch einen Test erwartet.",2,29,1,NA,6,6,19,48,84,6,NA,294,13,24,500,NA,"30.03.2017 00:03",1,0,10,10,0,0,1.1,10,0.5777615299085049
400,NA,"y2xzot74",52,13112,"06.04.2017 17:50",4,2,1,5,1,1,1,4,5,1,4,6,2.666666667,4,3,1,3,3,5,2,4,2,4,3.666666667,1.666666667,1,4,5,"25",1,2,3,2,2,1,2,1,1,"",1,"",4,2,2,1,2,1,2,5,"keine ahnung, aber ich denke nicht das gebentsverhalten.
Vielleicht auswirkungen bestimmter gedankenmuster und bilder auf menschen.",1,"wofür waren die bilder da? manchen waren zu gruselieg, ich hoffe ich ann noch schlafen",1,29,1,NA,13,8,17,60,95,8,101,160,13,20,495,NA,"06.04.2017 17:58",1,0,10,10,0,0,0.94,3,0.5911335820276193
360,NA,"yfa0rlv6",50,15490,"24.03.2017 20:54",5,4,1,4,1.5,4,4,4,4,1,1,6,3,5,4,2,5,5,1,1,5,1,5,5,1.333333333,1,4,5,"20",1,2,5,2,2,1,2,2,2,"Dialog mit Gott",1,"",6,2,2,2,2,2,2,5,"Wahrscheinlich wie beten die Sicht der Dinge beeinflusst. ",2,"",1,29,1,NA,7,13,20,45,55,7,89,57,12,15,320,NA,"24.03.2017 21:00",1,0,10,10,0,0,1.17,10,0.589671324641061
182,NA,"zx4j1uz4",47,29156,"19.03.2017 22:49",4,5,4,3,3.5,2,4,4,4,1,2,6,2.833333333,5,2,2,3,5,2,1,4,2,5,4.333333333,1.666666667,1,4,5,"25",1,1,5,2,2,2,2,1,2,"mit anderen beten",1,"",5,2,2,2,2,1,2,5,"Unterschied der Zuversichtlichkeit/Hoffnung/Resilienz von betenden Menschen",2,"",1,29,1,NA,9,6,15,38,70,6,64,44,11,15,278,NA,"19.03.2017 22:54",1,0,10,10,0,0,1.37,18,0.5660620638666976
316,NA,"0mze7stc",56,14017,"21.03.2017 22:23",5,5,3,5,2,4,6,3,7,1,4,6,4.166666667,5,3,4,4,5,2,4,3,2,5,4.666666667,3.333333333,1,4,5,"20",1,2,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Ob Gott exestiert, und wenn ja, ob Gebete (das reden mit Gott) wirklich so wichtig sind und was es bringt in einem jedem Leben.",1,"Warum die Bilder?",1,30,1,NA,8,11,32,125,102,9,99,126,17,11,540,NA,"21.03.2017 22:32",1,0,10,10,0,0,0.89,4,0.6093177230397347
398,NA,"379v8my0",45,9958,"04.04.2017 21:13",4,1,3,4,2.5,5,5,6,6,4,4,4,5,1,1,3,2,4,4,3,2,3,3,2,3,1,4,5,"25",1,2,3,2,2,1,1,1,2,"Lobpreislieder",1,"",5,2,2,2,2,1,2,5,"Ob Menschen, die beten, eine eher positive Grundeinstellung zum Leben haben.",1,"Dass man sich ""durch Gebet in einen andächtigen Zustand"" versetzen soll - das ist für mich nicht der Sinn und Zweck von Gebet",1,30,1,NA,8,5,17,30,40,6,58,98,9,12,283,NA,"04.04.2017 21:18",1,0,10,10,0,0,1.5,26,0.569710990317441
122,NA,"78tgg24x",46,9688,"19.03.2017 18:40",5,3,3,1,4,5,4,5,5,1,3,6,3.833333333,4,4,3,4,2,3,4,3,4,4,4,3.666666667,1,3,3,"",2,2,2,2,2,1,1,1,1,"",1,"",3,2,2,2,1,1,1,4,"",2,"",1,30,1,NA,6,5,21,34,27,4,46,8,13,120,183,NA,"19.03.2017 18:45",1,0,10,10,3,2,1.73,72,0.5408505948225535
193,NA,"7p8buckh",48,275900,"19.03.2017 23:19",5,4,2,3,2.5,2,1,1,3,1,3,1,1.833333333,5,5,4,4,5,3,2,5,1,4,4.333333333,2.333333333,1,4,5,"20",1,2,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Die Auswirkungen des Gebets",1,"komische Fragen",1,30,1,NA,6,13,24,51,79,9,73,40,14,18,327,NA,"19.03.2017 23:25",1,0,10,10,0,0,1.13,9,0.5266519822621396
106,NA,"8qktf1g3",45,10723,"19.03.2017 17:39",5,5,2,5,1.5,7,5,4,3,1,5,7,4.166666667,4,2,2,4,4,5,2,5,2,4,4,2,1,3,4,"",1,1,1,1,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"Ob man Gebetserhörungen erfährt und ob es verschiedenen Menschen anders erfahren.",2,"",2,30,2,3,6,5,37,66,112,5,97,175,10,19,532,NA,"19.03.2017 17:48",1,0,10,10,0,0,1.09,12,0.49555782688728667
293,NA,"h63d8hul",47,162818,"21.03.2017 11:56",5,1,2,2,3,3,5,2,5,1,3,7,3.166666667,5,3,3,5,4,4,1,5,2,5,5,2,1,2,4,"",2,1,1,2,1,1,1,1,1,"",1,"",1,1,2,1,1,1,1,3,"Auswirkungen des Gebets auf das eigene Empfinden",2,"",2,30,1,NA,4,12,33,75,68,4,128,54,8,22,408,NA,"21.03.2017 12:03",1,0,10,10,0,0,1.23,17,0.4778369652823969
32,NA,"m9u3nkoe",44,13562,"18.03.2017 23:22",3,4,3,5,2,6,4,4,5,7,5,7,5.166666667,4,4,2,4,5,3,5,5,1,4,4,2.666666667,1,4,5,"27",1,2,6,2,2,2,2,2,2,"Tagzeitenliturgie",1,"",6,2,2,2,2,2,2,5,"",2,"",2,30,1,NA,8,22,19,30,47,5,71,10,8,5,225,NA,"18.03.2017 23:26",1,0,10,10,3,2,1.68,63,0.44679794754720964
333,NA,"pare6648",57,3990,"22.03.2017 16:53",3,1,4,3,3.5,4,4,5,6,2,4,4,4.166666667,3,1,3,3,4,4,4,1,2,4,3.333333333,3,1,1,4,"",1,1,2,2,1,1,2,1,1,"",1,"",2,2,1,1,2,1,1,3,"echt keine Ahnung ",1,"das mit den Bildern und dem schlechten Sound schien mir ein Scherz zu sein",2,30,1,NA,5,6,9,38,60,5,46,66,8,22,265,NA,"22.03.2017 16:57",1,0,10,10,0,0,1.6,31,0.48124645988719716
88,NA,"s02m681a",53,6444,"19.03.2017 15:30",5,2,3,4,2.5,7,6,6,7,7,7,4,6.666666667,3,4,4,3,3,4,5,4,4,4,3.333333333,4.333333333,1,2,5,"20",4,1,1,1,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,3,"",2,"",2,30,1,NA,11,10,26,34,65,9,84,12,12,8,271,NA,"19.03.2017 15:35",1,0,10,10,3,2,1.4,38,0.4964653181264614
173,NA,"w912qowu",52,22822,"19.03.2017 22:13",5,5,4,1,4.5,1,1,6,5,1,6,7,3.333333333,4,2,3,4,5,4,4,3,3,4,4,3.333333333,1,4,5,"25",1,2,1,1,2,1,1,1,1,"",1,"",5,2,2,2,2,1,2,5,"welchen Einfluss äußere Dinge auf meine Persönlichkeit haben",2,"",2,30,1,NA,10,11,31,67,71,7,172,51,14,30,464,NA,"19.03.2017 22:20",1,0,10,10,0,0,0.92,4,0.5066709764870542
97,NA,"zxv7ywee",50,258752,"19.03.2017 16:44",3,3,2,4,2,2,2,3,3,2,1,4,2.166666667,3,3,3,2,5,1,1,3,1,1,2,1.666666667,1,4,5,"11",1,3,3,2,2,1,2,1,1,"",1,"",4,2,2,2,2,1,1,5,"Das Thema Gebet",1,"Was das mit den Bildern und Tönen zu hat",1,30,1,NA,10,11,20,43,61,10,91,50,18,18,332,NA,"19.03.2017 16:50",1,0,10,10,0,0,1.06,7,0.5054057193489281
251,NA,"0t8ke585",52,91923,"20.03.2017 19:04",5,5,2,3,2.5,4,1,6,6,1,1,7,3.166666667,3,3,3,3,3,2,3,3,3,3,3,3,1,1,5,"15",1,1,2,2,2,1,1,1,1,"",1,"",2,1,2,1,2,1,1,4,"das mich Gott von Myome befreit",2,"",1,31,2,2,12,6,30,79,93,12,132,43,18,38,463,NA,"20.03.2017 19:12",1,0,10,10,0,0,0.9,7,0.5160338403135544
260,NA,"1joade4f",54,13697,"20.03.2017 20:06",5,5,2,3,2.5,1,1,2,5,1,5,7,2.5,4,5,2,5,5,2,1,4,4,5,4.666666667,2.333333333,1,3,4,"",2,1,4,2,2,2,2,1,1,"",1,"",4,2,2,1,2,1,2,5,"Leidensfähigkeit von Menschen: Kann man durch Gebet ein Video ertragen, dass aufgrund der Bildfrequenz zum Übergeben anregt.",1,"ein Fragebogen mit ewig langen Video",1,31,1,NA,7,5,27,82,66,6,101,174,10,14,492,NA,"20.03.2017 20:14",1,0,10,10,0,0,1.13,12,0.5398506495347348
258,NA,"3dj2qtzk",50,13176,"20.03.2017 19:42",5,5,2,2,3,2,2,2,1,1,1,1,1.5,5,4,1,4,5,1,2,2,1,5,4.666666667,1.333333333,1,4,5,"25",1,2,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Auswirkung des Gebets auf meine Lebenseinstellung",1,"die Bilder mit Tönen",1,31,1,NA,8,23,28,84,112,9,79,83,13,17,456,NA,"20.03.2017 19:49",1,0,10,10,0,0,0.88,2,0.5385884804465277
440,NA,"7af3c5ty",49,16975,"29.04.2017 19:53",4,1,2,4,2,6,6,2,6,1,2,5,3.833333333,3,4,1,5,5,2,1,2,1,5,4.333333333,1,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Wie sich gezeigte Bilder auf die Antwort der Fragen auswirkt und ob beten hierbei helfen kann. ",2,"",2,31,1,NA,8,10,62,66,87,20,NA,109,13,7,382,NA,"29.04.2017 19:59",1,0,10,10,0,0,1.01,10,0.5308816112327679
132,NA,"8w05rh9e",48,37453,"19.03.2017 19:23",5,4,3,4,2.5,4,3,6,2,1,3,4,3.166666667,4,4,2,4,5,4,2,5,1,5,4.333333333,1.666666667,1,4,5,"28",1,2,3,2,2,1,2,1,1,"",1,"",6,2,2,2,2,2,2,5,"",2,"",1,31,1,NA,10,9,20,57,76,8,70,16,14,7,287,NA,"19.03.2017 19:28",1,0,10,10,3,2,1.41,30,0.5171261001039478
68,NA,"bgkrv8wq",50,4548,"19.03.2017 12:00",5,1,2,3,2.5,1,1,2,1,1,1,7,1.166666667,4,3,1,4,4,2,1,4,2,4,4,1.333333333,1,2,5,"25",1,1,3,2,2,1,2,1,1,"",1,"",6,2,2,2,2,2,2,4,"",2,"",1,31,1,NA,5,5,12,33,44,4,42,15,7,3,170,NA,"19.03.2017 12:02",1,0,10,10,3,2,2.12,83,0.5159101865276228
330,NA,"c71posom",53,461866,"22.03.2017 14:58",5,5,3,3,3,7,4,1,7,1,1,7,3.5,5,3,3,5,2,3,3,4,5,5,5,3.666666667,1,4,2,"",2,1,2,2,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"Die Wirkung der Gebete. ",1,"Die Bilder mit den akkustischen Signalen. Ich hatte das Gefühl dass sie die Reaktion meiner Gesichtsausdrücke deuten wollten durch die Webcam",2,31,2,3,69,8,17,61,163,8,66,346,11,31,720,NA,"22.03.2017 15:11",1,0,10,10,0,0,0.85,6,0.5335499985754256
179,NA,"cuagungf",38,105135,"19.03.2017 22:31",5,4,2,4,2,5,5,4,3,1,4,6,3.666666667,3,3,5,4,5,3,2,3,2,4,3.666666667,3,1,2,5,"28",2,1,2,2,1,1,1,1,2,"Taize Gesänge",1,"",4,2,2,1,2,2,1,4,"wie christlich wir unseren glauben leben und wieviel Zeit wir dem Beten geben",2,"",1,31,1,NA,13,9,16,38,58,7,90,76,17,26,350,NA,"19.03.2017 22:37",1,0,10,10,0,0,1.07,8,0.46411819083846456
318,NA,"e7x0l94g",49,6015,"21.03.2017 22:38",5,5,4,2,4,4,4,5,4,2,6,5,4.166666667,4,4,3,3,4,4,3,4,2,4,3.666666667,2.666666667,1,4,5,"30",2,2,4,2,2,1,2,2,1,"",1,"",5,2,2,2,2,1,2,5,"Ob das Gebet Auswirkungen hat, wie man Dinge wahrnimmt. ",1,"Bilder waren nur ganz kurz und imme ein dumpfer Ton 













Es wurdne keine Fragen zu den Bildern gestellt. 
",1,31,1,NA,13,13,36,53,64,10,134,242,18,23,606,NA,"21.03.2017 22:49",1,0,10,10,0,0,0.77,1,0.45802741228765304
340,NA,"hakjubkh",52,96821,"23.03.2017 01:12",5,4,4,4,3,7,6,2,7,4,5,7,5.166666667,5,4,4,5,4,4,4,4,3,4,4.666666667,3.666666667,1,3,5,"25",1,1,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,4,"",2,"",1,31,1,NA,5,11,16,32,65,5,56,10,9,18,227,NA,"23.03.2017 01:16",1,0,10,10,3,2,1.58,52,0.46692017477388953
186,NA,"l1s0cox5",48,122931,"19.03.2017 22:56",5,5,1,5,1,5,6,6,7,1,5,7,5,4,3,3,4,2,1,4,2,4,4,4,3.666666667,1,3,5,"16",2,2,4,2,2,2,2,1,1,"",1,"",4,1,2,2,2,1,2,4,"Mein Gebetsverhalten, meine Einstellung, ",1,"Die Bilder mit den Harmonien, bzw. Disharmonien. Gut und Schlecht, positiv und negativ. Was löst was in mir aus mit den tönen dazu.
Wozu die Beeinflussung von Bild und Ton?
Tiere sind Tiere und Raubtiere sind Raubtiere und greifen an um Futter zu erhalten. Sowie der Hau, Der Leopard(oder doch Gepard??), Das Krokodil.....
Kindertiere sind ja so süß??? Was ist mit den Allergikern? Dass die Tiere eine hohe Verantwortung verlangen und Disziplin?

Ich frage mich was für einen Sinn Soll das alles haben??",1,31,1,NA,18,18,22,3521,107,11,142,366,14,41,795,NA,"20.03.2017 00:07",1,0,10,10,0,0,0.58,0,0.45584667042618987
205,NA,"mjs00evd",51,58118,"20.03.2017 01:49",5,5,4,2,4,4,4,2,3,5,2,2,3.333333333,3,3,5,3,3,5,2,3,3,4,3.333333333,3.333333333,1,4,5,"25",2,1,1,2,1,1,1,1,1,"",1,"",2,2,2,1,1,1,1,5,"gut und Böse Gedanken",2,"",2,31,2,3,9,11,30,73,109,15,96,45,17,29,434,NA,"20.03.2017 01:56",1,0,10,10,0,0,0.87,3,0.4596820800916403
313,NA,"nv1fj6uk",52,16656,"21.03.2017 21:20",5,5,2,3,2.5,2,6,5,6,1,4,7,4,4,5,3,3,5,3,4,5,4,5,4,3.666666667,1,4,5,"25",1,2,3,2,2,1,1,1,2,"In Gruppe (Gemeinde)",1,"",5,2,2,2,2,1,2,5,"Ob es einen Zusammenhang zwischen der Dauer eines Gebetes und den persönlichen Lebenseinstellungen gibt",2,"",2,31,1,NA,11,10,26,135,91,8,120,83,13,22,519,NA,"21.03.2017 21:29",1,0,10,10,0,0,0.85,0,0.4687312289035201
185,NA,"t5pkghp9",43,6672,"19.03.2017 22:53",5,1,2,3,2.5,6,6,6,6,4,4,1,5.333333333,1,1,1,1,3,3,3,3,4,1,1,2.666666667,2,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,"Ob man Gottes Handeln in empirischen Studien sichtbar machen kann um ihn dann, falls erfolgreich als Faktor in eine Erfolgs- bzw.Glücksformel einsetzen zu können. Nach dem Motto: 10 Minuten richtig Beten bringt 10% mehr Glück.........",2,"",2,31,1,NA,10,7,15,41,57,9,NA,211,18,11,379,NA,"19.03.2017 22:59",1,0,10,10,0,0,1.15,14,0.43427667387165525
240,NA,"yhae9lh5",45,5818,"20.03.2017 15:24",4,5,1,5,1,1,1,1,2,1,2,7,1.333333333,5,2,1,5,5,3,2,5,2,5,5,1.666666667,1,4,5,"31",2,2,1,2,1,1,1,1,1,"",1,"",4,2,2,2,2,1,1,5,"#NAME?",1,"Es wurde 8 mal das gleiche Bild vom Lamm gezeigt. Grund: Lamm als religiöses Symbol?
Bei schönen Bildern waren es harmonische Klänge, bei unschönen Bildern Dysharmonie.
Die unschönen Bildern wurden zum Ende hin immer schrecklicher, brutaler. Die schönen Bilder wurden seltener. 
Kann ein Krokodil echt auf 2 Beinen laufen? (siehe Bild)

Es gab viele schöne Bilder zum Frühling. Auch viele mit einem hellen Licht z.b. Menschen rennen ins Licht. Licht als religiöses Symbol.
Die unschönen Bilder waren dunkel, schlecht zu erkennen.
Einige Bilder kamen öfters (z.B. Bild mit Baum) , einige nur einmal. 
Viele Ostermotive: Lamm, Hase, Natur im Frühling
Manche unschönen Bilder erhaben eine Bildergeschichte z.b. Frau und Mann streiten, Autounfall, kaputtes Auto. Oder: Frau mit Waffe bei Schießübung, Leiche, jemand findet die Leiche.
Was hat das Bild aus Cornwall da zu suchen? Es passt irgendwie nicht zu den anderen Bildern....
",2,31,1,NA,22,12,25,95,82,9,108,581,21,16,465,NA,"20.03.2017 15:41",1,0,10,10,0,0,0.74,1,0.41197975879785204
437,NA,"2qtdbgvh",61,23845,"28.04.2017 22:53",5,4,1,3,2,6,6,4,5,3,7,6,5.166666667,3,2,4,3,5,4,3,4,3,4,3.333333333,3.333333333,1,4,5,"32",1,1,3,2,2,1,1,2,1,"",1,"",4,2,2,1,2,1,2,4,"",2,"",1,32,1,NA,8,8,20,61,81,7,95,14,12,15,321,NA,"28.04.2017 22:58",1,0,10,10,3,2,1.28,27,0.4614388232308095
196,NA,"3ywas4cf",46,8368,"19.03.2017 23:31",3,1,1,3,2,2,5,5,4,1,5,7,3.666666667,4,3,3,3,5,3,2,3,2,4,3.666666667,2.333333333,1,4,5,"30",1,1,3,2,1,2,1,2,1,"",1,"",3,1,2,1,2,1,2,5,"Gebetsgewohnheiten",1,"Bilder und Musik",1,32,1,NA,6,7,17,30,47,6,68,35,9,15,240,NA,"19.03.2017 23:35",1,0,10,10,0,0,1.53,27,0.4416427231986084
256,NA,"4l6pla56",45,15368,"20.03.2017 19:26",3,2,3,4,2.5,4,4,3,3,2,2,5,3,4,5,2,3,5,3,2,3,2,4,3.666666667,2,1,2,5,"30",2,1,3,2,2,1,2,1,1,"",1,"",3,2,1,1,2,1,2,4,"Differenzierung von Gutem und Schlechtem, Dankbarkeit, Grad der Abstumpfung",2,"",2,32,1,NA,16,14,25,59,73,7,65,105,11,14,389,NA,"20.03.2017 19:33",1,0,10,10,0,0,1,6,0.41913777136051256
61,NA,"7lpajy14",54,12056,"19.03.2017 10:28",5,4,4,5,2.5,1,2,1,5,1,1,6,1.833333333,5,1,1,5,5,5,2,5,1,5,5,1.333333333,1,4,5,">20",3,1,2,2,2,1,1,1,1,"",1,"",3,2,2,1,2,1,1,4,"Die Wirkung von Gebeten auf das Leben der Teilnehmenden. Vielleicht mit einem besonderen Fokus auf positive und negative Erwartungen an das Leben.",1,"Es gab noch keine Töne zu hören...",2,32,1,NA,5,8,13,38,43,5,79,84,9,10,294,NA,"19.03.2017 10:33",1,0,10,10,0,0,1.51,26,0.4354251318759474
164,NA,"apus7jp5",36,14356,"19.03.2017 21:45",5,5,2,2,3,2,3,4,3,1,1,4,2.333333333,3,2,1,4,5,2,2,2,2,4,3.666666667,1.666666667,1,4,4,"",2,2,2,2,2,1,1,1,1,"",1,"",3,2,1,2,1,1,2,5,"Vermutlich nicht dies wie es auf den ersten Blick schien bzw. u.U. ob Betende der Zukunft positiv entgegenblicken, obwohl die äußerem Umstände der Welt dies nicht allzu sehr fördern.",1,"Es kam mir nicht so vor als wären die Fragen von lebendigen Christen gestellt worden. Es kam mir merkwürdig vor, dass zu Beginn angezeigt wird, wie lange die meisten Teilnehmer beteten, denn die Länge der Gebetszeit, ist uninteressant für Gott, im Gegensatz zur ehrlich gemeinten Herzenshaltung. 

Ebenso ist mir der Sinn der Bilder noch nicht klar, was mich jedoch nicht daran hinderte absolut vertrauensvoll und aufmerksam mich darauf einzulassen und dies unter dem Motto ""hat für Psychologen vermutlich alles seinen Sinn"" hinzunehmen ;-)",1,32,1,NA,11,13,41,98,127,10,111,617,21,47,554,NA,"19.03.2017 22:03",1,0,10,10,0,0,0.61,0,0.382066193349675
364,NA,"kktt6w9p",48,20815,"25.03.2017 17:41",5,5,3,4,2.5,2,3,1,2,2,2,1,2,5,4,4,5,5,3,4,5,3,3,4.333333333,3.666666667,1,4,5,"25",1,3,3,2,2,1,2,1,1,"",1,"",5,2,2,2,2,1,2,5,"Das wüsste ich auch gerne",1,"Frage mich was dieses umfrage wirklich mit Gebet zu hat. Vorallem die Bilder.",2,32,1,NA,9,8,13,42,72,17,62,52,12,28,315,NA,"25.03.2017 17:46",1,0,10,10,0,0,1.16,12,0.3743955160876929
413,NA,"mguzfho2",40,110072,"16.04.2017 20:30",5,2,2,2,3,1,4,1,3,1,2,6,2,3,4,4,2,5,3,3,3,2,4,3,3,1,3,5,"30",2,2,2,2,1,1,2,1,1,"",1,"",5,2,2,2,2,1,2,4,"",2,"",2,32,1,NA,11,13,31,79,116,8,98,31,14,11,412,NA,"16.04.2017 20:37",1,0,10,10,3,2,1.07,11,0.344226844978276
94,NA,"re5vekt8",42,617537,"19.03.2017 16:25",5,5,2,4,2,3,5,3,5,1,2,5,3.166666667,5,5,3,4,5,1,3,5,2,3,4,2.666666667,1,3,4,"",1,3,4,2,2,1,1,2,2,"Stundengebet",1,"",4,2,2,1,2,2,1,4,"Da hab ich noch gar nicht drüber nachgedacht... ehrlich gesagt keine Ahnung.",1,"Viele Tierbabyfotos",2,32,1,NA,9,5,14,50,51,7,77,118,9,14,354,NA,"19.03.2017 16:31",1,0,10,10,0,0,1.3,17,0.3229447839758193
125,NA,"ub3kr6at",52,28306,"19.03.2017 18:57",5,3,5,2,4.5,1,1,4,4,1,1,5,2,2,1,1,1,4,4,2,5,2,3,2,1.666666667,1,3,5,"30",2,1,3,2,2,2,1,1,1,"",1,"",3,2,2,1,2,1,1,3,"",-9,"",2,32,1,NA,6,5,10,30,30,5,56,5,8,4,159,NA,"19.03.2017 18:59",1,0,10,10,6,5,2.11,104,0.3273000375339526
383,NA,"uhmjz9ft",45,4768,"29.03.2017 19:41",5,3,5,1,5,3,2,4,3,2,2,6,2.666666667,4,2,3,4,4,4,2,4,2,4,4,2.333333333,1,4,5,"25",1,1,2,2,1,1,2,1,1,"",1,"",3,2,2,1,2,1,1,5,"evtl. wie Gebet zur inneren Ruhe beträgt und damit vor äußeren Einflüssen (Bildern) schützt?",2,"",1,32,1,NA,6,16,10,68,58,3,62,92,9,12,336,NA,"29.03.2017 19:47",1,0,10,10,0,0,1.46,26,0.31433941364474977
80,NA,"w8ggqaoa",50,204689,"19.03.2017 14:38",5,4,2,4,2,3,3,1,5,1,6,3,3.166666667,3,5,3,4,4,1,4,5,1,3,3.333333333,2.666666667,1,4,5,"15",2,2,3,1,2,1,2,2,1,"",1,"",4,2,1,2,2,1,2,4,"Wie sich Gebet auf den Beter auswirkt.",2,"",2,32,1,NA,12,10,22,71,91,9,114,61,11,19,420,NA,"19.03.2017 14:45",1,0,10,10,0,0,0.95,2,0.3135136705564021
51,NA,"zvsouaur",44,268552,"19.03.2017 07:28",5,4,2,3,2.5,4,4,4,5,2,3,7,3.666666667,4,3,2,4,5,4,3,2,2,4,4,2.333333333,1,4,5,"12",1,2,3,2,1,2,2,1,1,"",1,"",3,1,2,1,2,2,1,5,".... den Zusammenhang zwischen Gewaltlosigkeit und Gewalt auf die Zukunftsvisionen der Teilnehmer?!
Oder auch die Selbsteinschätzung: Z. B. mussten wir am Anfang schätzen, wie viel Zeit wir zum Gebet gebraucht haben. Hier konnten Sie evtl. sehen, ob die Selbsteinschätzung der Wirklichkeit entspricht. 
Oder einfach die Gebetszeiten/Gebetspraktiken von Gläubigen",1,"Also so ganz habe ich das nicht verstanden, warum die unterschiedlichen Bilder gezeigt wurden, mit den harmonischen und disharmonischen Klängen dazu... Ich glaube nicht, dass die Bilder und Töne eine Auswirkung auf die grundsätzliche Ausrichtung, Glaubenshaltung, Zukunftsvision von Gläubigen hat. ",1,32,1,NA,11,6,23,65,96,7,98,394,12,12,724,NA,"19.03.2017 07:40",1,0,10,10,0,0,1.01,7,0.2994185136023348
201,NA,"1192mhwj",54,7250611,"20.03.2017 00:31",5,4,2,4,2,2,3,4,2,1,4,6,2.666666667,4,3,1,4,5,3,2,4,1,5,4.333333333,1.333333333,1,3,5,"25",1,1,3,2,2,2,1,1,1,"",1,"",3,2,2,1,2,1,1,5,"Wie erschütterlich sind Lebenseinstellungen durch visuelle Einflüsse (positive und negative), abhängig von Gebetsdauer und -intensität.",1,"einige Bilder kamen mehrmals vor. Eher negativ assozierte Bilder hatten tiefe Töne, positive relativ höhere Töne.",2,33,1,NA,6,13,19,65,76,7,81,259,12,19,557,NA,"20.03.2017 00:41",1,0,10,10,0,0,1,5,0.3080570048968086
