"ï..CASE","STARTED","self","Geschlecht","Alter","Orientierung","IN03_41","IN03_42","IN03_43","IN03_44","IN03_45","IN03_46","IN03_47","IN03_48","IN03_49","IN03_50","IN03_51","IN03_52","IN03_53","IN03_54","IN03_55","IN03_56","IN03_57","IN01_01","IN01_02","IN01_03","IN01_04","IN01_05","IN01_06","IN01_07","IN01_08","IN01_09","IN01_10","IN01_11","IN01_12","IN01_13","IN01_14","IN01_15","IN01_16","IN01_17","IN01_18","IN01_19","IN01_20","IN04_21","IN04_22","IN04_23","IN04_24","IN04_25","IN04_26","IN04_27","IN04_28","IN04_29","IN04_30","IN04_31","IN04_32","IN04_33","IN04_34","IN04_35","IN04_36","IN04_37","IN04_38","IN04_39","IN04_40","IN02_21","IN02_22","IN02_23","IN02_24","IN02_25","IN02_26","IN02_27","IN02_28","IN02_29","IN02_30","IN02_31","IN02_32","IN02_33","IN02_34","IN02_35","IN02_36","IN02_37","IN05_01","IN05_02","IN05_03","IN05_04","IN05_05","IN05_06","IN05_07","IN05_08","IN05_09","IN05_10","IN05_11","IN05_12","IN05_13","IN05_14","IN05_15","IN05_16","IN05_17","IN05_18","IN05_19","IN05_20","Ziele","IntimitÃ.t_Bindung","Geselligkeit","Anderen_helfen","Hilfe_bekommen","Anerkennung_WertschÃ.tzung","Ãœberlegensein_Imponieren","Autonomie","Leistung","Kontrolle","Bildung_Verstehen","Glauben_Sinn","Leben_auskosten","Selbstvertauen_Selbstwert","Selbstbelohnung","Alleinsein_Trennung","GeringschÃ.tzung","Erniedrigung_Blamage","VorwÃ.rfe_Kritik","AbhÃ.ngigkeit_Autonomieverlust","Spannungen","sich_verletzbar_machen","Hilflosigkeit_Ohnmacht","Versagen","INK_AnnÃ.herung","INK_Vermeidung","INK_GES","IAT","Ink_hoch","bf","BF"
316,"11/30/2017 15:09:37",7,1,22,1,4,5,4,4,4,4,5,4,4,3,4,3,3,4,4,4,5,5,4,4,4,3,3,3,4,2,4,4,3,5,3,3,4,2,5,4,5,4,5,2,4,4,4,3,4,4,4,3,5,5,5,4,4,2,5,4,4,2,2,4,4,1,2,2,1,1,2,2,3,4,2,3,2,2,3,2,3,4,2,3,4,4,3,2,4,2,2,5,2,1,4,1,1,4,"Zu prÃ¼fen ob Selbstwert durch die unangenehmen Bilder oder WÃ¶rter geschwÃ¤cht wird",2,1.75,1.75,2,1.5,1.75,2.75,1.75,2,2,2.75,2.6,1.75,3.66666666666667,1.8,1.8,2.5,2,4,3,3.33333333333333,2.75,2,2.14404761904762,2.57592592592593,2.35998677248677,NA,1,1.3836669970917264,1.3836670013146672
317,"11/30/2017 15:09:41",4,2,20,1,3,4,4,4,4,5,4,4,4,3,4,2,2,3,5,3,3,4,3,4,5,3,4,3,3,4,4,4,4,4,4,3,3,4,4,4,3,4,3,4,3,3,4,3,3,4,4,5,4,3,4,5,3,3,4,3,3,2,1,2,1,1,2,1,3,2,2,3,3,2,2,3,2,2,4,2,3,2,1,1,2,3,3,3,2,3,2,3,4,2,4,1,1,1,"Wie sieht meine aktuelle Lebenssituation aus und wie schÃ¤tze ich meine sozialen kontakte ein?",2.8,1.75,2.5,2.25,1.75,2.25,2,3,3,2,3.25,1.6,2.75,2.33333333333333,2.2,1.8,1.75,2.66666666666667,1.6,2,3.33333333333333,2,3,2.37380952380952,2.26111111111111,2.31746031746032,NA,1,1.2778480461869866,1.2778480503765315
321,"11/30/2017 15:11:35",5,2,23,3,4,3,4,5,4,2,4,4,3,4,3,4,5,3,3,4,4,3,4,5,4,3,3,4,4,4,4,5,4,4,3,1,3,4,4,5,2,3,4,2,4,3,3,4,4,4,4,4,4,4,5,4,3,2,4,4,4,2,4,2,2,4,2,1,1,2,2,1,2,1,3,2,3,1,4,5,4,2,2,3,1,2,2,1,2,3,1,4,4,1,4,1,4,5,"Selbst- und Fremdempfinden",3.2,2,2.5,2.25,1.5,2,1.75,2.25,2.25,2.75,2.25,2.6,1.75,3.66666666666667,3.2,2.2,2.25,2,3.2,1,3.33333333333333,2.75,1.75,2.33690476190476,2.40925925925926,2.37308201058201,NA,1,1.2765281804120938,1.2765281846144942
327,"11/30/2017 16:05:30",6,1,23,1,2,4,4,4,2,2,4,4,4,4,4,2,4,3,4,3,2,4,3,4,4,3,2,3,2,4,2,4,3,4,3,4,3,4,4,4,4,4,5,4,3,3,3,3,4,3,4,3,3,4,4,3,3,4,3,4,2,2,2,2,2,3,2,1,3,2,2,3,3,3,3,2,3,2,4,2,4,3,2,3,3,2,3,3,2,3,4,2,3,3,3,2,2,2,"Eigene Empfindungen in der letzten Zeit beurteilen, GefÃ¼hlszustÃ¤nde reflektieren und wahrnehmen",2.6,2.5,2.25,2.25,2,3.75,2.25,2.75,2.25,2.75,3,3,2.75,2.33333333333333,2.4,2,2.25,3.66666666666667,2.2,2.5,3.33333333333333,2.5,3,2.60238095238095,2.65,2.62619047619048,NA,1,1.369034221415242,1.3690342256296861
335,"11/30/2017 16:26:10",6,1,22,1,3,5,4,3,2,3,4,4,5,4,4,2,3,3,3,3,3,3,3,2,3,3,2,2,2,3,2,2,3,4,3,5,2,3,3,5,5,4,4,3,3,4,3,5,3,4,4,3,3,4,4,4,2,3,3,3,5,2,2,2,2,2,2,1,2,1,2,3,4,2,4,3,3,2,2,1,3,3,1,1,2,2,2,1,2,3,2,2,4,2,2,2,2,2," ",1,2,2.25,1.75,2.75,3.75,3,3,3.25,2.75,3,3.2,3.25,3,2,2,2,2,1.8,1.5,3,3,2.5,2.71071428571429,2.2,2.45535714285714,NA,1,1.4725136527616873,1.4725136569951252
336,"11/30/2017 16:31:54",6,2,18,1,3,2,4,3,4,4,4,4,3,3,2,1,3,4,3,4,4,4,4,5,4,4,3,2,3,4,4,3,3,4,4,4,4,3,3,3,1,4,2,3,5,3,3,4,5,5,4,3,4,3,3,4,3,3,2,4,1,1,2,2,2,1,1,3,2,3,1,2,3,3,1,2,4,1,4,1,2,1,1,2,3,3,2,4,3,1,3,2,3,2,3,1,1,2,"Die GemÃ¼tshaltung des durchschnittlichen Individuums im Herbst herauszufinden.",3.6,1.75,2.75,2.5,2.5,2.25,3,3,2.25,2.25,3.75,3,1.25,2.66666666666667,2.4,1,1.75,3,2.2,3.25,2.66666666666667,1.5,1.75,2.60833333333333,2.16851851851852,2.38842592592593,NA,1,1.5886312436833936,1.5886312479293478
337,"11/30/2017 16:36:20",7,2,21,1,3,1,1,4,3,2,3,2,2,2,2,1,4,2,1,2,3,4,3,4,4,4,2,5,3,4,3,3,3,3,4,2,4,2,4,2,1,3,3,2,4,2,1,2,3,3,2,2,2,2,3,3,1,2,3,3,1,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,2,5,1,1,4,2,1,1,2,2,4,2,2,2,4,1,1,1,2,2,"Die allgemeine GefÃ¼hlslage von Probanten in AbhÃ¤ngigkeit der Jahreszeit zu untersuchen",4.6,3.25,3.75,4.25,2.75,3.25,2.75,3.5,2.25,3,3.5,4.2,2.5,3.33333333333333,3.6,2.2,1.5,1.66666666666667,2.4,1.75,1.33333333333333,2,2,3.34880952380952,2.05,2.69940476190476,NA,1,1.8455599828549543,1.8455599871025608
340,"11/30/2017 17:11:25",5,1,22,1,3,3,3,4,2,3,4,3,3,4,2,4,4,2,3,4,3,4,4,4,4,3,3,5,2,4,3,4,4,4,4,1,4,4,4,3,1,4,3,4,3,3,4,4,3,4,4,3,2,5,3,4,3,3,4,3,1,3,3,2,1,2,3,1,4,2,3,3,2,2,2,2,5,2,2,3,4,4,3,2,2,2,2,2,3,4,3,4,4,1,4,1,2,2," ",4,2.25,2.25,3.25,2.25,3.75,2,2.75,2.25,2.5,2,2.6,2.75,2.33333333333333,3.4,2.6,1.75,2,2.4,1.75,3.33333333333333,2.75,3.25,2.63809523809524,2.58148148148148,2.60978835978836,NA,1,1.8453895666590194,1.845389580747905
344,"12/4/2017 15:44:52",7,1,24,1,3,2,2,3,2,3,3,3,3,5,4,2,3,4,3,4,3,2,2,3,3,3,2,5,2,5,3,3,4,3,4,2,3,1,2,3,1,4,4,4,3,2,2,1,2,3,4,3,3,4,3,3,3,3,3,2,1,2,2,2,2,2,2,2,3,3,3,3,3,2,3,4,2,2,2,4,4,3,3,3,1,2,2,2,5,3,2,2,5,2,2,2,2,2,"Ã¼ber sich selber nachdenken, sich selber besser kennenlernen",4.6,3,2,3,3,3.5,3,3,3.5,3,2.5,3.2,3.25,2.33333333333333,3.4,2.2,2,2,2.8,1.75,3,3,2.75,3.06309523809524,2.54444444444444,2.80376984126984,NA,1,2.1643744344978346,2.164374438783279
346,"12/4/2017 15:45:35",7,1,41,1,4,4,4,3,4,4,4,4,4,4,3,4,4,3,3,4,4,4,5,5,4,5,3,2,4,3,4,4,4,3,1,2,4,3,4,3,5,4,5,3,4,3,4,3,4,3,2,3,4,3,4,3,2,3,4,4,3,2,2,2,3,1,2,3,3,3,3,2,4,3,3,2,5,2,2,3,3,2,2,4,3,3,1,3,3,1,2,3,4,2,5,1,1,3,"Motivationslevel und Selbstwert zu analysieren",2.6,2.75,2.5,2.5,2,2,2.75,2,2,2.25,2.75,2.6,1.75,3.66666666666667,3.4,2,1.75,2,3.2,3,4,2.25,1.75,2.43690476190476,2.59444444444444,2.5156746031746,NA,1,2.5635058170967566,2.563505821412535
347,"12/4/2017 15:47:23",7,2,29,1,3,3,2,4,3,3,4,3,3,4,2,2,4,2,4,3,4,4,3,2,5,4,4,3,4,5,4,4,5,4,5,3,4,5,3,2,1,2,3,4,4,4,4,3,4,4,5,4,4,2,4,3,4,4,5,4,2,1,1,1,1,2,1,1,2,3,2,1,3,1,4,1,2,1,1,4,4,4,4,2,1,2,2,2,3,1,1,1,5,1,4,4,1,1,"Korrelationen zwischen der Wahrnehmung von Situationen und der psychischen Verfassung zu finden.",3.6,2.5,3.75,3.75,1.75,2.25,1.25,2.75,2,2.25,2.75,1.8,2.5,1.66666666666667,3.6,1.2,2.25,1,1.6,1.25,3.66666666666667,2.5,1.5,2.46904761904762,2.06296296296296,2.26600529100529,NA,1,3.0680356411122864,3.0680460337473536
353,"12/4/2017 16:56:58",3,1,21,3,2,3,2,4,2,4,3,2,2,3,3,3,2,1,3,2,2,2,2,2,4,3,1,4,3,3,2,4,3,2,2,1,2,1,4,4,1,3,3,3,4,2,3,1,2,4,4,3,3,3,3,2,3,3,3,2,1,2,4,2,4,3,3,4,4,4,4,5,3,2,4,5,2,2,4,3,4,5,5,2,2,2,5,4,4,4,4,5,3,2,5,2,3,2,"Vergleichen",4.6,3.5,3.25,3.75,2.5,3.5,3.25,3.5,4,2.25,3,3.4,3.5,3.33333333333333,3.4,2.8,2.25,3.33333333333333,3.4,3,4,4.5,4.5,3.38095238095238,3.46481481481481,3.4228835978836,NA,1,2.422236480261832,2.422236484568474
354,"12/4/2017 17:10:25",5,1,21,2,2,4,4,4,2,1,4,1,2,1,2,1,1,2,1,3,1,3,1,2,4,2,1,1,1,1,1,3,1,2,1,1,1,1,1,3,1,4,4,1,1,1,1,1,1,2,4,1,1,5,4,3,2,1,2,1,1,1,5,1,3,1,1,1,1,1,3,4,2,1,4,5,1,1,3,2,3,5,4,4,2,1,5,1,3,2,5,3,3,1,5,1,1,3,"positive und negative GefÃ¼hle",4.4,4,2.5,3.25,2.25,4.75,4,3.75,4.5,4,5,5,4.75,5,2.2,1.4,1,3,3.2,1.25,3.33333333333333,4.75,3,4.08214285714286,2.57037037037037,3.32625661375661,NA,1,2.423207753947473,2.4232077582564013
356,"12/4/2017 17:11:07",5,1,23,1,3,5,5,5,3,5,4,5,5,4,4,4,3,4,4,4,4,3,4,5,4,4,5,3,3,5,4,5,5,5,3,5,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,5,3,4,4,4,2,4,4,3,4,2,4,4,2,3,2,4,4,2,2,4,3,4,3,4,4,2,2,1,3,2,1,1,4,4,4,3,2,2,4,2,1,1,3,2,2,1,"GefÃ¼hle und Emotionen zu wecken und sie in einen Zusammenhang mit dem eigenen ""seelischen"" Zustand zu bringen.",1.2,1.5,2,1.5,1.75,2.75,1.5,2.75,2.75,1.75,2.25,1.4,1.75,2.33333333333333,1.8,2,3.25,2.33333333333333,1.6,3.75,3,3.25,3.5,1.94166666666667,2.72037037037037,2.33101851851852,NA,1,2.424134829304365,2.424134833613971
357,"12/4/2017 17:11:22",6,1,18,1,4,4,5,5,5,4,3,4,5,5,4,4,5,2,4,4,4,4,4,5,3,4,4,5,5,5,3,3,4,2,4,5,2,4,5,4,5,5,3,5,5,4,3,5,5,1,5,4,4,4,3,4,4,5,4,4,5,4,4,2,4,3,4,2,3,4,4,5,4,4,4,2,5,4,5,4,4,4,4,4,2,3,5,5,4,4,4,2,5,5,4,5,4,4," ",1.2,3.25,1.75,2,3,1.75,1.5,2.25,2.25,1.5,1.5,2.2,1.25,1.33333333333333,4.4,4,3.25,4.66666666666667,3.6,3.25,4,3.5,4.25,1.90952380952381,3.87962962962963,2.89457671957672,NA,1,2.66017684962724,2.660176853956605
361,"12/4/2017 17:12:11",7,2,20,1,5,2,5,5,4,5,3,4,1,1,4,1,1,3,4,4,4,5,4,5,4,3,3,1,3,2,3,5,4,3,1,2,3,3,1,3,1,3,5,2,5,3,2,1,3,3,5,2,3,4,3,3,3,2,4,5,2,2,1,1,1,1,3,3,2,5,4,1,2,3,4,2,5,2,1,4,4,1,3,1,4,2,1,3,3,1,2,3,5,2,3,1,3,2,"Emotionen und Reaktionen durch kognitive Reize beeinflussen.",4.4,2.75,2.25,3,2.25,2.75,2.5,1.75,2.5,2.5,4.5,3,1.75,4.33333333333333,4.4,2.8,1.25,1.66666666666667,2,3.25,3,2,1.25,2.87380952380952,2.40185185185185,2.63783068783069,NA,1,3.1823708565914366,3.182367566283187
362,"12/4/2017 17:13:08",0,1,20,1,4,5,5,4,2,4,3,4,4,5,4,2,2,4,4,4,3,4,4,4,4,3,4,3,3,3,3,4,4,4,4,3,4,4,5,5,5,4,4,4,3,4,4,4,3,4,4,4,3,5,5,4,4,4,4,3,4,1,2,1,3,1,4,2,3,3,3,3,4,3,2,2,3,4,3,2,3,3,2,3,2,1,1,2,3,2,2,1,2,1,4,2,4,2,"Zusammenhang Eigenschaften und Emotionen",1.8,2,1.75,1.5,2,3.25,2.25,2,2.75,2,2.5,2,2.75,2,2.4,3.2,1.25,2,2.4,2.25,3.66666666666667,2.25,2.25,2.18214285714286,2.40740740740741,2.29477513227513,NA,1,1.73531551221647,1.7353155275045
363,"12/4/2017 17:40:42",6,1,20,1,3,4,2,4,2,4,3,4,2,3,3,3,3,2,4,3,3,5,4,4,3,3,4,4,3,2,4,4,5,4,2,2,3,4,3,4,1,3,4,4,4,4,4,1,4,4,4,4,3,4,4,4,3,4,4,4,2,2,2,3,2,3,2,1,4,2,3,3,2,4,4,3,2,2,3,2,3,3,3,2,2,4,3,2,2,3,4,3,4,3,2,2,2,1,"Ziel war es herauszufinden, wie wir aufgrund unseres Selbstbildes und unserer sozialen Situation andere Situationen und MissstÃ¤nde wahrnehmen.",4,2,2.75,3.5,2.5,3,2.5,2.5,2.25,2.5,2.5,1.8,2.25,2.66666666666667,2.6,2.2,3,3.33333333333333,2,2.25,2.33333333333333,3,3.25,2.62261904761905,2.66296296296296,2.642791005291,NA,1,1.8678591978317551,1.867859202106297
366,"12/4/2017 17:44:36",4,2,22,1,4,3,3,5,4,5,4,4,3,2,3,3,3,4,4,4,2,3,4,3,5,5,3,4,3,3,2,5,4,4,2,1,4,3,4,3,1,4,3,4,4,3,3,1,3,4,5,3,3,3,4,4,3,2,4,2,1,1,1,2,1,1,4,2,2,1,3,2,2,2,1,3,1,1,2,2,2,2,2,2,3,2,2,4,2,3,2,1,2,1,4,2,1,2,"Zusammenhang zwischen emotionalen ZustÃ¤nden, Selbstwahrnehmung und Wahrnehmung",4.6,2,2.5,2.75,1.5,3,2.25,2.5,3,1.25,3,2.6,3,3.33333333333333,1.6,2,1.75,1.66666666666667,1.6,2.75,2.66666666666667,1.75,2.25,2.66309523809524,2.0037037037037,2.33339947089947,NA,1,1.719780276224247,1.7197802804719275
368,"12/4/2017 17:46:23",8,2,23,1,2,2,2,4,3,2,2,2,2,3,2,4,3,2,3,2,2,4,3,2,4,4,3,5,2,4,3,4,4,2,3,1,3,4,4,2,1,2,2,3,2,2,2,1,2,1,4,4,2,3,3,3,2,4,4,3,1,2,2,2,2,2,2,2,3,1,2,2,2,2,2,2,1,2,2,4,2,2,4,2,2,2,2,2,3,2,2,2,2,1,2,1,2,2,"Messung der Klickzeiten bei den letzten bildern",4.8,4,3.75,4,2.75,3.5,2,3.75,2.75,2.5,2.5,2.8,4,2.66666666666667,2.4,2,1.75,1.66666666666667,2.2,2,2,2,2.25,3.26904761904762,2.02962962962963,2.64933862433862,NA,1,2.095612875276579,2.0956128795760645
369,"12/4/2017 17:46:27",4,1,21,3,3,3,4,3,2,2,5,4,4,4,4,4,2,4,2,3,3,3,2,2,5,2,2,3,3,4,2,3,2,3,2,1,1,2,3,4,1,4,3,3,3,2,1,1,3,5,4,2,2,4,5,3,1,3,4,1,1,1,5,2,1,1,1,1,3,2,1,4,4,1,5,5,2,1,3,2,1,1,3,1,2,2,2,1,3,2,3,1,4,1,5,2,1,1," ",4.6,2.25,2.25,2,1.5,3.75,2.75,3.75,4.25,3.25,2.75,4.2,3.25,3.33333333333333,2.6,1,1.75,2.33333333333333,1.4,1.25,3.33333333333333,4,2.75,3.13452380952381,2.26851851851852,2.70152116402116,NA,1,1.9239767693421268,1.92397677362705
371,"12/4/2017 17:48:31",5,2,46,1,4,3,2,3,3,2,3,2,2,3,4,2,3,2,3,4,3,4,4,4,4,3,3,2,2,2,3,3,3,1,2,2,3,2,3,2,4,4,3,2,3,3,3,3,4,3,4,3,3,4,3,2,2,2,3,4,3,2,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,3,2,1,1,4,1,1,1,2,2,1,2,1,1,1,1,1,2,1,"Nicht die Bilder. Es ging m. E. vielmehr um die SelbsteinschÃ¤tzung.",3,4,2,4,2.75,3.25,3.5,2.75,2.5,3,3.5,3,2.5,4,1.4,2,1.25,1.66666666666667,1.8,1.25,1.33333333333333,1,1,3.125,1.41111111111111,2.26805555555556,NA,1,1.9236559096498993,1.923655913928365
378,"12/4/2017 18:14:25",7,1,24,1,2,4,4,3,1,2,4,1,1,1,2,3,4,3,2,2,2,3,4,4,5,3,2,4,2,4,4,5,3,1,4,3,4,2,4,5,5,2,4,4,3,3,2,4,3,2,2,2,2,4,4,2,3,4,3,3,4,2,4,1,5,1,1,3,4,3,3,2,2,1,3,2,1,2,2,3,4,2,3,3,3,1,2,3,4,3,2,2,5,1,3,1,2,3,"Den Zusammenhang von GefÃ¼hlslage einer Person und Toleranz gegenÃ¼ber negativem/unangenehmem Input zu untersuchen",2,4.5,3.5,2.75,1.5,3.75,3,2.75,2.5,3.25,3.25,3.8,3,2,3,2,1,1.66666666666667,3.4,2.5,3,2.75,2.75,2.96785714285714,2.45185185185185,2.7098544973545,NA,1,2.222327767706318,2.222327772017757
384,"12/6/2017 14:44:25",5,1,25,1,2,5,3,5,2,4,4,4,4,3,5,4,4,1,3,4,1,4,4,5,4,3,2,5,2,3,2,3,3,4,2,5,4,4,4,4,5,4,4,3,1,2,3,5,1,5,5,3,2,5,3,4,3,4,5,3,5,1,4,4,2,4,1,1,5,1,4,5,2,1,4,3,1,2,3,1,4,4,1,2,1,4,5,1,1,4,4,1,2,3,4,1,1,1,"Selbst- und Fremdwahrnehmung; SelbstwertschÃ¤tzung;<br>Im Zusammenhang mit einer Art des ""Herbst-/Winterblues""",1,1.75,1.5,3,2.5,4,1.75,2.75,2.25,2,2.5,3.2,4,3,1.2,1.8,3.25,3.33333333333333,1.4,1,3.33333333333333,3.75,4.75,2.51428571428571,2.6462962962963,2.58029100529101,NA,1,2.2224905396893764,2.2224905439991773
386,"12/6/2017 14:44:30",8,1,31,1,3,4,4,4,3,3,3,2,3,3,3,3,3,3,2,3,4,3,2,3,4,2,2,4,3,2,3,3,2,2,2,3,3,4,3,3,5,3,3,2,3,3,3,4,4,3,4,2,3,3,3,2,3,2,4,3,5,3,3,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,4,3,2,2,3,3,3,2,3,4,2,3,2,3,3,3,2,2,3,"Empfindungen/Emotionen zum eigenen Umfeld, zur sich selbst und der Gesellschaft in Bezug auf die Jahreszeit.",1.8,3.75,3,2.75,2.75,3,2.5,3.25,3,3,2.75,3.8,2.5,4,3,2.8,2.5,2.66666666666667,2.8,3,3,2.75,2.5,2.98928571428571,2.77962962962963,2.8844576719576702,NA,1,2.7523289472022894,2.7523289515228986
390,"12/6/2017 14:45:26",7,1,20,1,3,2,3,4,3,4,4,4,3,3,3,2,3,3,4,3,4,4,3,4,4,3,4,3,4,4,3,4,4,4,5,5,4,5,3,4,1,3,3,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,3,2,2,2,3,2,4,2,2,2,"Wie beeinflusst aktuelle Lebenssituation Wahrnehmung von Bildern?<br>Wie kÃ¶nnen positive Bilder die Wahrnehmung von negativen Bildern beeinflussen?<br>Wie schnell werden negative Bilder weiter geschaltet?",2.8,2,3,2.75,2,2.5,1.75,3,2.5,2.5,3,2,2,1.66666666666667,2.2,2,2,2,2.2,2,3,2.25,2,2.39047619047619,2.18333333333333,2.28690476190476,NA,1,3.239168791428396,3.2391651182351255
391,"12/6/2017 14:45:34",5,1,23,1,4,4,4,3,2,4,4,5,4,4,4,3,4,4,4,4,3,4,4,3,5,4,4,3,2,4,3,4,5,4,2,4,4,3,4,4,5,4,4,3,4,4,4,4,4,3,5,3,3,3,4,5,4,3,5,4,4,2,2,2,1,1,3,3,3,4,3,2,4,3,2,3,4,3,2,2,3,2,1,2,1,2,2,1,3,2,3,2,5,2,4,2,3,2,"U  Wie unangenehme Bilder das Wohlbefinden verÃ¤ndern",1.8,1.75,2.25,2,1.75,3.5,2.25,2,2,1.75,2.5,2,2.5,3.33333333333333,3.2,2.8,1.75,2.33333333333333,2,2,3.66666666666667,2.25,2.25,2.24166666666667,2.47222222222222,2.35694444444444,NA,1,3.2411358301865523,3.2411321125257975
394,"12/6/2017 15:38:55",6,2,26,1,4,4,4,3,3,2,3,2,3,3,3,2,3,3,2,3,3,4,4,4,4,4,2,2,3,3,3,3,2,3,2,4,3,3,3,3,4,4,3,3,3,2,3,4,3,3,5,3,2,3,3,3,3,2,3,3,4,2,3,2,2,3,2,2,2,2,2,2,2,2,2,2,1,2,3,2,3,4,3,3,2,2,2,2,2,3,2,2,2,1,3,2,2,2," ",2,3.25,2.75,2.75,2.75,3.25,3,2.5,2.75,2.5,3.75,3.6,2.75,3.66666666666667,2,2,2.25,2,2.2,2,2.66666666666667,2.75,2.25,2.94761904761905,2.23518518518519,2.59140211640212,NA,1,3.553630259081695,3.553626008245801
396,"12/6/2017 15:39:25",5,1,21,1,3,3,2,5,2,4,5,5,2,2,2,1,3,2,5,3,3,2,3,4,2,3,5,2,3,4,3,4,4,4,2,2,3,2,4,3,5,2,5,5,3,3,4,5,4,5,2,3,2,2,4,5,4,4,4,2,5,1,2,1,1,1,1,3,1,1,1,1,1,2,2,1,3,1,2,1,2,2,2,3,3,3,2,2,3,2,1,2,4,2,4,1,1,1,"Korrelation subjektiver Selbstwahrnehmung mit Reaktionen auf unangenehme Bilder/Situationen im Kontrast zu Beziehungssituationen/Neutralem",2,1.25,3.75,3.75,2.25,3.5,2.25,2.25,3.5,2.75,4,1.8,2.5,2.33333333333333,2.2,1,1.5,1.66666666666667,2,2.5,2.33333333333333,1.75,1.5,2.70595238095238,1.82777777777778,2.26686507936508,NA,1,3.5560871631448605,3.55608283091514
399,"12/6/2017 16:13:58",6,1,21,1,3,4,4,4,2,3,4,5,2,1,4,1,2,3,4,4,3,3,3,3,4,3,5,5,3,5,3,4,5,4,2,3,3,2,4,4,1,4,4,5,5,2,4,4,4,4,3,4,2,3,4,4,2,5,5,3,3,1,2,1,1,1,1,2,1,3,2,4,4,2,3,1,1,1,4,2,5,4,1,3,3,5,1,1,2,1,3,1,4,2,4,1,1,3," ",3,1.75,2.25,2.75,2,3.5,2,3,3.25,2.75,3.75,1.6,2.25,2,2.2,1.2,2,3,2,2,4.33333333333333,2.5,1.75,2.56071428571429,2.33148148148148,2.44609788359788,NA,1,3.911544894302946,3.911539492935169
400,"12/6/2017 16:14:27",7,1,21,1,3,1,3,4,2,2,4,4,3,2,2,2,4,2,3,3,4,5,4,4,4,3,4,3,3,5,4,4,4,4,5,1,5,4,3,5,1,2,5,4,5,4,4,1,4,4,4,3,3,2,3,3,3,4,4,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,4,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2," ",5,2.25,3.75,2.75,2.25,3,1.75,2.25,1.25,3,3.25,2.4,1.75,1.66666666666667,2.4,1.6,1.5,2,1.8,1.75,2.33333333333333,1.5,2,2.59404761904762,1.87592592592593,2.23498677248677,NA,1,4.695998467619108,4.695982284186834
401,"12/6/2017 16:14:56",7,2,19,1,4,4,4,4,3,4,4,4,5,5,3,3,4,5,2,4,4,5,3,4,5,4,4,3,3,4,2,4,4,4,3,3,4,4,5,4,1,4,4,4,3,3,4,1,3,4,5,4,4,4,4,4,3,5,3,5,1,2,3,2,2,3,2,1,3,3,3,3,3,2,2,3,2,3,1,2,3,2,4,2,2,2,3,1,3,3,2,1,4,1,3,1,2,2,"Die ZusammenhÃ¤nge zwischen persÃ¶nlichem und sozialem Befinden und Denkweisen/SelbsteinschÃ¤tzung zu untersuchen.",4,2,2.25,1.5,1.75,3,2.25,2.5,1.5,1.5,2.5,2.4,2.5,2,3,2.4,2,1.33333333333333,2,1.5,3,2.5,3,2.26071428571429,2.3037037037037,2.282208994709,NA,1,5.691200737476635,5.691206260172367
403,"12/6/2017 17:06:51",4,2,22,1,3,1,2,5,2,4,2,3,3,4,3,3,4,3,3,4,3,4,3,4,4,4,5,4,3,3,2,3,4,3,4,2,4,3,2,2,1,4,3,4,4,3,4,1,4,4,2,5,3,4,4,4,3,5,4,3,1,4,4,4,2,4,3,1,4,2,2,4,2,2,4,4,2,2,4,2,4,5,5,4,3,4,5,1,4,4,3,4,5,2,4,2,3,3,"ZusammenhÃ¤nge zwischen der Betrachtungsdauer der Bilder im letzten Teil und den Antworten im ersten Teil herzustellen.<br>Eventuell diese auch durch die Bilder und WÃ¶rter im zweiten Teil zu beeinflussen.",4.8,2.5,2.25,3.5,2.75,3.5,2.25,3,2.25,3,2.5,1.8,2.25,1.66666666666667,3.2,2.8,3.5,3,3.4,1.75,3.33333333333333,4.25,4.25,2.71547619047619,3.27592592592593,2.99570105820106,NA,1,5.041633691983207,5.0416405515800085
