"CASE","Datum","Uhrzeit","DE01","DE01_03","DE02_01","DE03","DE04","DE04_02","DE04_03","DE06","DE07","DE05","DE05_06","DE09","DE09_08","DE10","DE10_02","DE18","PA01_01","PA01_02","PA01_03","PA01_04","PA01_05","PA01_06","PA01_07","PA01_08","PA01_09","PA02_10","PA02_11","PA02_12","PA02_13","PA02_14","PA02_15","PA02_16","PA02_17","PA02_18","CPUI_Score","PE02_01","PE02_02","PE02_02r","PE02_03","PE02_03r","PE02_04","PE02_05","PE02_06","PE02_07","PE02_07r","PE02_08","PE02_08r","PE02_09","PK01","PK02","PK03","PK04","PK05","PT01","PT02","PT03","PT04_01","SC01","SW01_01","SW01_02","SW01_03","SW01_04","SW01_05","SW02_06","SW02_07","SW02_08","SW02_09","SW02_10","LASTDATA","FINISHED","Q_VIEWER","LASTPAGE","MAXPAGE","MISSING","MISSREL","TIME_RSI","DEG_TIME","sums","BF"
1296,"14.01.2018","00:52:35",2,"",26,1,2,6,NA,2,NA,1,"",7,"",1,"",276,1,1,1,1,1,3,3,3,1,7,2,3,2,2,3,1,1,1,"2.055555556",4,1,5,4,2,4,5,3,3,3,3,3,1,1,2,4,1,1,3,4,4,"Zusammenhänge von charakter, lebenssituation, sicherheit und pornokonusm/sucht. ",2,4,3,4,2,2,4,4,4,4,4,"43114.05707",1,0,13,13,0,0,1.01,14,27,4.901439062607736
1297,"14.01.2018","01:07:02",2,"",25,2,3,NA,4,4,NA,1,"",7,"",2,"katholisch",276,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,1,1,"1.333333333",3,3,3,3,3,5,3,4,2,4,2,4,4,1,7,5,1,1,2,3,2,"Verhalten durch konsum erotischer Bilder",2,3,4,4,3,4,4,4,4,4,4,"43114.07156",1,0,13,13,0,0,0.97,6,20,4.201215784198209
1298,"14.01.2018","01:15:26",2,"",20,1,3,NA,4,4,NA,1,"",7,"",1,"",276,4,1,1,1,3,1,2,1,7,7,2,1,4,3,5,1,3,3,"2.777777778",4,2,4,3,3,3,4,4,3,3,3,3,3,1,2,4,1,3,NA,NA,NA,"",2,3,3,3,3,3,NA,NA,NA,NA,NA,"43114.05572",0,0,10,10,0,0,1.03,5,27,4.433842301262167
1299,"14.01.2018","01:16:57",1,"",25,1,3,NA,5,4,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,5,4,1,6,1,7,1,1,1,1,1,1,"2",4,2,4,2,4,4,4,4,4,2,2,4,2,1,7,5,3,1,3,4,3,"Es geht einerseits darum das Pornographiekonsumverhalten zu betrachten und die Effekte von pornographischen Bilder auf die Wahrnehmungsveränderung seiner Selbst hin geprüft. ",2,2,4,3,2,2,3,2,3,2,3,"43114.06153",1,0,13,13,0,0,0.85,4,23,4.184033529574005
1301,"14.01.2018","01:19:53",2,"",26,1,3,NA,5,2,NA,1,"",5,"",2,"evangelisch",276,6,3,1,3,5,4,4,2,NA,7,4,1,1,1,1,1,5,5,"3.176470588",5,1,5,4,2,4,5,4,1,5,1,5,3,1,3,2,1,1,3,4,4,"Vermutlich soll herausgefunden werden was Internetpornografie mit unserer Psyche anstellt. Ob es schädlich ist, bzw. süchtig macht.",2,4,3,3,3,4,4,4,3,3,3,"43114.0674",1,0,13,13,2,2,0.5,0,21,3.7233770120833625
1302,"14.01.2018","01:20:40",2,"",25,1,3,NA,5,3,NA,1,"",7,"",1,"",-1,4,1,1,2,1,2,4,1,3,7,3,3,5,3,3,3,5,2,"2.944444444",5,1,5,2,4,2,4,3,1,5,1,5,4,1,2,5,3,3,3,3,3,"",2,3,3,2,2,3,3,3,3,2,3,"43114.06556",1,0,13,13,2,1,0.71,4,25,3.7225254199537248
1305,"14.01.2018","01:29:35",2,"",30,1,3,NA,6,4,NA,6,"trans-fluid-desoxyrebonucleid-apache-helekopter mit einem hauch von verwirrung",6,"",1,"",276,1,2,1,7,1,7,7,7,1,7,4,2,5,2,1,1,7,7,"3.888888889",5,1,5,1,5,5,5,5,1,5,1,5,2,1,1,2,1,1,1,4,3,"herauszufinden ob sich ein pornographisches portal auf der studentenwebseite lohnen würde? (ja)
ich sehe keinen zusammenhang zwischen meiner fähigkeit probleme zu finden, zu lösen, oder auszuweichen und meiner gewohnheit pornographie zu konsumieren. vielleicht geht es darum solch einen zusammenhang aufzudecken.
allerdings bin ich noch zu verwirrt von den haushaltsutensilien aus dem vollbildmodus um eine qualifizierte aussage treffen zu können. wer zur hölle benutzt einen solchen fön?
als trans-gender-fluid-desoxyrebonucleid-apache-helikopter mit einem hauch von verwirrung bin ich der meinung, dass jeder mensch auf der welt das uneingeschränkte recht auf die nutzung jeglicher pornographie besitzen sollte ~ helikopter haben's schwer.",2,4,3,1,2,4,3,3,3,3,3,"43114.0758",1,0,13,13,0,0,0.63,2,18,3.0391396987415944
1306,"14.01.2018","01:41:22",2,"",35,1,1,NA,NA,NA,3,1,"",7,"",1,"",276,2,2,1,2,6,2,2,1,2,1,1,1,1,2,4,5,5,5,"2.5",4,1,5,1,5,4,4,4,1,5,3,3,2,1,6,4,1,3,3,2,3,"",2,4,3,3,3,3,3,3,3,3,3,"43114.07565",1,0,13,13,2,1,1.17,17,30,3.4205315083953702
1307,"14.01.2018","02:21:53",1,"",24,1,3,NA,2,4,NA,1,"",5,"",1,"",276,1,1,1,1,5,1,7,2,1,7,3,2,2,1,1,2,1,5,"2.444444444",5,1,5,1,5,3,2,2,4,2,4,2,1,1,3,5,1,1,2,4,4,"auswirkung von pornos auf selbstsicherheit?",2,3,4,3,3,3,4,3,3,3,3,"43114.10618",1,0,13,13,0,0,0.8,1,23,3.2419321032937725
1313,"14.01.2018","08:02:48",2,"",30,2,3,NA,5,2,NA,1,"",5,"",1,"",276,1,2,1,2,4,2,4,1,1,7,1,1,1,1,1,1,1,1,"1.833333333",4,1,5,2,4,5,3,4,4,2,2,4,1,1,2,5,1,1,3,4,4,"Um die Auswirkungen von frei zugänglicher (Internet-)Pornografie auf das menschliche (Sozial-)Leben und / oder eine Datenerhebung im Hinblick auf die Suchtgefahr durch frei zugängliche (Internet-)Pornografie.",2,3,3,2,2,3,2,3,3,3,3,"43114.34058",1,0,13,13,0,0,1.8,43,25,3.2410485476160726
1320,"14.01.2018","09:53:36",1,"",25,1,3,NA,2,4,NA,1,"",5,"",1,"",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",4,1,5,2,4,1,1,1,4,2,2,4,1,2,NA,NA,NA,1,2,4,4,"Möglicherweise behandelt diese Studie die Frage, inwieweit sich die Selbsteinschätzung (bei Herausforderungen oder Problemen) von Frauen und Männern nach sexuell stimulierenden Bildern verändert. 
",2,3,3,3,3,3,3,4,3,3,4,"43114.41968",1,0,13,13,0,0,1.78,63,29,3.5723222436104165
1322,"14.01.2018","10:44:18",1,"",26,1,1,NA,NA,NA,4,1,"",7,"",2,"evangelisch-lutherisch",276,1,1,1,1,4,2,4,1,2,5,1,1,1,1,2,1,1,2,"1.777777778",3,1,5,4,2,4,4,4,3,3,2,4,1,1,7,3,1,1,3,4,4,"",2,3,3,3,3,3,3,3,3,3,3,"43114.45271",1,0,13,13,2,1,1.16,12,23,3.383854467310281
1324,"14.01.2018","11:28:07",2,"",30,1,3,NA,2,4,NA,1,"",7,"",1,"",276,2,1,1,4,6,2,2,2,2,7,3,2,2,2,2,1,1,1,"2.388888889",4,2,4,2,4,4,4,4,4,2,2,4,2,1,3,4,1,1,3,4,3,"",2,3,3,2,3,3,3,3,2,2,3,"43114.48358",1,0,13,13,2,1,1.09,9,31,3.9047376632236483
1326,"14.01.2018","11:33:05",2,"",27,1,3,NA,3,2,NA,1,"",7,"",1,"",276,1,2,1,2,5,3,4,2,2,5,2,2,1,2,7,1,1,1,"2.444444444",4,2,4,1,5,4,4,4,3,3,3,3,2,1,4,3,1,1,2,3,2,"",2,3,3,3,2,3,3,3,3,3,3,"43114.48613",1,0,13,13,2,1,1.45,26,23,3.694717823948218
1330,"14.01.2018","11:59:55",2,"",25,1,1,NA,NA,NA,6,1,"",7,"",1,"",276,1,1,1,3,3,1,3,1,2,7,1,1,1,1,1,1,1,1,"1.722222222",4,1,5,5,1,5,4,3,3,3,3,3,1,1,4,3,1,1,2,4,4,"Ob man Bügeleisen und Teller erotisch findet? :D",2,3,4,4,3,4,3,3,3,3,3,"43114.50505",1,0,13,13,0,0,1.29,15,35,4.635609741726594
1332,"14.01.2018","12:21:19",2,"",24,1,1,NA,NA,NA,5,1,"",5,"",1,"",276,5,2,1,6,4,2,6,3,3,7,5,5,5,2,3,5,5,4,"4.055555556",5,1,5,2,4,5,5,5,2,4,2,4,2,1,2,3,1,1,3,4,4,"Die Verbindung von Pornographiekonsum und Selbstbewusstsein.",2,3,3,3,1,2,3,3,3,3,3,"43114.53705",1,0,13,13,0,0,0.8,3,24,4.5062568299802885
1334,"14.01.2018","12:30:38",2,"",30,1,1,NA,NA,NA,5,1,"",5,"",1,"",756,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,1,1,"1.333333333",1,5,1,5,1,1,1,3,5,1,5,1,1,1,6,3,1,1,2,4,4,"Erotik/Pornographie als Motivation",2,3,4,4,3,3,3,4,4,4,4,"43114.52929",1,0,13,13,0,0,0.72,0,24,4.381329372099242
1338,"14.01.2018","13:53:38",1,"",24,1,3,NA,8,4,NA,1,"",7,"",1,"",276,1,1,1,1,2,2,2,1,3,5,1,1,1,1,1,1,3,2,"1.666666667",2,1,5,2,4,4,3,4,4,2,2,4,1,1,7,5,1,1,3,4,4,"Der Zusammenhang vom Gucken von Pornos und der Persönlichkeit (genauer des Selbstwert). Vielleicht ist eine Hypothese, dass Menchen mit geringem Selbstwert lieber Pornos gucken oder sowas.",2,3,3,3,2,3,3,4,3,3,3,"43114.58557",1,0,13,13,0,0,1.07,7,22,4.022711068362771
1339,"14.01.2018","13:54:28",2,"",26,1,1,NA,NA,NA,5,1,"",7,"",2,"Christentum",276,3,3,1,5,5,2,6,5,4,7,4,2,2,2,2,1,3,5,"3.444444444",4,1,5,3,3,4,3,4,2,4,2,4,4,1,3,2,1,1,3,3,3,"",2,3,3,3,2,3,3,2,3,3,3,"43114.58681",1,0,13,13,2,1,0.8,5,29,4.451019472040723
1340,"14.01.2018","14:01:07",2,"",25,1,1,NA,NA,NA,3,1,"",7,"",1,"",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,5,1,5,1,1,1,1,5,1,5,1,2,NA,NA,NA,1,3,1,3,"",2,1,1,1,1,1,1,1,1,1,1,"43114.58668",1,0,13,13,3,2,2.05,89,29,4.9364267336730405
1344,"14.01.2018","14:46:38",1,"",27,1,2,20,NA,2,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,5,5,1,1,1,1,1,1,1,1,"1.444444444",4,1,5,4,2,4,4,2,4,2,4,2,1,1,7,3,1,1,3,4,4,"Um den Konsum von Pornografie bzw. Pornografieabhängigkeit und eventuellen Zusammenhängen mit der Selbstwirksamkeit und dem Selbstbewusstsein?",2,3,3,2,2,3,2,3,2,3,3,"43114.6236",1,0,13,13,0,0,0.99,6,24,4.7970679604408115
1345,"14.01.2018","15:01:11",2,"",26,1,2,22,NA,3,NA,1,"",7,"",2,"Evangelisch",276,4,1,1,1,7,4,4,1,1,7,4,5,1,1,1,1,1,1,"2.555555556",3,1,5,3,3,3,3,3,4,2,2,4,2,1,4,3,1,1,3,4,4,"",2,2,1,3,2,2,3,3,3,3,3,"43114.63146",1,0,13,13,2,1,1.22,24,22,4.396947665353953
1346,"14.01.2018","15:22:53",2,"",25,2,3,NA,4,2,NA,1,"",7,"",2,"Ev. luth.",276,1,1,1,5,1,2,6,2,6,6,3,2,1,1,1,1,1,2,"2.388888889",5,1,5,1,5,5,5,5,3,3,1,5,1,1,3,3,1,1,1,4,2,"",2,3,3,4,3,4,4,4,4,4,4,"43114.64546",1,0,13,13,2,1,1.45,23,25,4.396113544287224
1347,"14.01.2018","16:09:06",2,"",25,1,2,6,NA,4,NA,1,"",7,"",1,"",276,1,1,1,2,3,1,3,1,1,7,1,1,1,1,1,1,5,1,"1.833333333",4,1,5,2,4,4,2,4,4,2,2,4,5,1,4,4,1,1,3,4,4,"",2,3,3,3,3,4,3,3,3,3,3,"43114.68338",1,0,13,13,2,1,0.54,0,21,3.919733679685786
1353,"14.01.2018","17:06:32",2,"",26,1,1,NA,NA,NA,5,1,"",7,"",1,"",276,1,1,1,5,1,1,1,1,1,7,2,1,1,2,1,1,4,5,"2.055555556",3,2,4,3,3,2,4,3,5,1,5,1,2,1,5,3,1,1,2,4,3,"Veränderung von der Gehirn Aktivität vor und nach der erotischen Bilder und damit Änderungen bei der Beantowrtung der Fragen. 
Die Studie geht vermutlich um Pornokonsum und Depressionen, Selbstbild, etc.",2,2,3,3,4,4,4,4,4,4,4,"43114.72021",1,0,13,13,0,0,0.94,5,24,3.8151866783797983
1355,"14.01.2018","17:15:54",2,"",20,1,2,14,NA,4,NA,1,"",5,"",1,"",276,1,1,1,1,5,5,5,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.333333333",2,1,5,3,3,4,3,3,4,2,2,4,1,1,7,3,1,1,NA,NA,NA,"",2,3,4,3,2,3,3,3,3,2,3,"43114.72546",0,0,12,12,17,17,1.03,35,23,3.6142804223369787
1357,"14.01.2018","17:26:58",1,"",27,1,3,NA,9,2,NA,1,"",7,"",1,"",643,1,1,1,1,2,2,2,1,1,4,1,1,1,1,1,1,1,1,"1.333333333",3,2,4,4,2,4,3,1,4,2,3,3,2,1,6,4,1,1,2,4,4,"",2,3,4,4,2,3,3,4,3,3,4,"43114.73193",1,0,13,13,2,1,1.33,19,29,3.987042573275299
1358,"14.01.2018","17:48:23",2,"",25,1,1,NA,NA,NA,5,1,"",7,"",2,"katholisch",276,1,1,1,1,3,NA,5,1,1,7,1,1,1,1,1,1,3,1,"1.823529412",4,1,5,1,5,3,4,2,3,3,1,5,3,1,5,3,1,1,2,4,4,"",2,3,3,3,2,3,3,3,3,3,3,"43114.74862",1,0,13,13,4,3,0.98,6,23,3.7750395080692334
1360,"14.01.2018","18:00:05",2,"",25,1,1,NA,NA,NA,6,1,"",7,"",1,"",-1,1,1,1,1,1,1,7,1,1,7,3,2,3,1,1,1,5,3,"2.277777778",5,1,5,3,3,3,3,3,3,3,3,3,2,1,3,3,1,1,NA,NA,NA,"",2,4,3,3,3,4,NA,NA,NA,NA,NA,"43114.75553",0,0,12,12,0,0,1.05,6,30,4.265225838566825
1361,"14.01.2018","18:08:40",2,"",29,1,3,NA,9,2,NA,1,"",7,"",1,"",276,4,4,1,2,5,4,6,4,4,7,2,1,2,2,2,1,5,4,"3.333333333",5,1,5,1,5,5,3,2,2,4,2,4,2,1,3,3,3,3,2,4,4,"",2,3,3,3,3,3,3,3,3,3,3,"43114.76316",1,0,13,13,2,1,1.1,13,29,4.722367023381059
1362,"14.01.2018","18:14:46",2,"",55,2,3,NA,15,2,NA,1,"",5,"",2,"Asatru",276,2,2,1,1,7,3,7,6,1,5,2,1,1,1,1,1,1,4,"2.611111111",3,1,5,4,2,4,4,4,3,3,3,3,2,1,4,3,1,1,NA,NA,NA,"",2,4,3,3,3,3,NA,NA,NA,NA,NA,"43114.76619",0,0,12,12,0,0,0.89,1,29,5.240545893519087
1367,"14.01.2018","19:46:47",2,"",39,2,3,NA,9,2,NA,1,"",6,"",1,"",276,3,6,1,3,7,5,5,2,1,7,4,2,3,3,5,1,6,6,"3.888888889",4,1,5,2,4,4,2,4,2,4,2,4,4,1,3,4,1,1,2,4,4,"über die Häufigkeit des Konsums",2,3,3,2,2,1,3,3,3,2,3,"43114.83079",1,0,13,13,0,0,1.32,20,18,4.228723286956984
1369,"14.01.2018","20:01:48",2,"",23,1,1,NA,NA,NA,3,1,"",7,"",2,"römisch katholisch",-1,2,2,1,2,4,4,3,1,2,6,5,5,6,5,4,3,5,4,"3.555555556",3,2,4,2,4,2,4,4,2,4,2,4,4,1,3,4,1,1,3,4,4,"Pornographische Darstellung und Realität

Realitätsverlust durch übermäßigen Pornographiekonsum

Selbstbewusstsein und Pornographie",2,3,3,3,2,2,2,3,3,2,3,"43114.84188",1,0,13,13,0,0,0.89,3,24,4.1151271875873645
1370,"14.01.2018","20:13:13",1,"",22,1,2,11,NA,3,NA,1,"",5,"",2,"evangelisch-lutherisch",276,1,1,1,1,3,3,1,1,3,7,1,1,1,1,1,1,1,3,"1.777777778",1,2,4,5,1,5,3,3,4,2,3,3,1,1,7,5,1,1,2,4,4,"U.a. um die Beziehung von Pornographie und Selbstewertgefühl/ Selbstsicherheit und die Einwirkung von Pornographie auf Alltag und Soziale Kontakte.",2,3,3,3,2,3,1,3,1,3,1,"43114.85146",1,0,13,13,0,0,0.76,1,25,4.114251543319873
1373,"14.01.2018","21:37:45",2,"",30,1,3,NA,7,4,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,2,1,1,7,1,1,1,1,7,1,5,3,"2.055555556",4,1,5,1,5,5,5,4,3,3,3,3,2,1,4,3,1,1,2,4,2,"",2,3,2,3,2,3,3,4,2,3,3,"43114.90543",1,0,13,13,2,1,1.58,29,28,4.4402032388117165
1374,"14.01.2018","22:09:11",1,"",24,1,3,NA,6,2,NA,1,"",7,"",1,"",276,2,1,1,3,7,2,5,1,1,7,1,1,1,1,1,1,4,1,"2.277777778",2,1,5,3,3,5,5,3,2,4,2,4,2,1,3,4,1,1,3,4,3,"Konsum von Pornografie",2,3,3,3,2,3,2,3,2,2,3,"43114.92766",1,0,13,13,0,0,1.4,20,25,4.439343107077865
1375,"14.01.2018","22:17:40",2,"",20,1,2,13,NA,4,NA,6,"pansexuell",5,"",1,"",440,1,1,1,3,3,4,6,1,4,7,1,1,4,3,2,2,1,3,"2.666666667",5,1,5,1,5,5,5,5,1,5,1,5,4,1,3,3,1,1,1,4,4,"Korrelationen",2,4,4,4,2,3,4,4,4,2,4,"43114.93971",1,0,13,13,0,0,1.23,16,24,4.318665678867929
1377,"14.01.2018","22:32:38",1,"",30,1,2,9,NA,4,NA,1,"",7,"",1,"",-1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,1,1,1,1,"1.333333333",2,3,3,4,2,4,3,3,5,1,5,1,1,1,7,5,1,1,2,4,3,"Unterschiedliche Selbstwahrnehmung von Frauen und Männern",2,2,2,2,3,3,2,3,2,3,2,"43114.96104",1,0,13,13,0,0,0.34,0,23,4.086696950959191
1378,"14.01.2018","22:33:51",2,"",30,1,2,9,NA,4,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,7,2,6,2,2,3,1,1,2,"1.944444444",3,2,4,2,4,3,4,2,5,1,5,1,1,1,3,4,1,1,3,3,4,"",2,3,3,3,3,3,2,3,3,2,2,"43114.95922",1,0,13,13,2,1,0.44,2,18,3.347089340340913
1379,"14.01.2018","22:46:31",2,"",27,1,3,NA,1,2,NA,1,"",7,"",1,"",276,3,1,2,3,1,1,4,2,1,7,4,2,3,2,3,1,4,4,"2.666666667",4,1,5,3,3,2,4,3,2,4,3,3,1,1,3,4,1,1,3,4,4,"ich hab keine ahnung",2,3,3,3,4,4,3,4,3,3,3,"43114.95436",1,0,13,13,0,0,1.21,14,27,3.5135982409747637
1382,"14.01.2018","23:03:24",1,"",22,1,3,NA,5,4,NA,1,"",5,"",1,"",276,1,1,1,1,1,1,2,1,1,4,1,1,1,1,1,1,1,1,"1.222222222",3,1,5,4,2,5,2,3,4,2,4,2,2,1,7,4,1,1,3,4,4,"um die Auswirkungen des Konsums erotischer Bilder im Internet und Internetpronografie im Allgemeinen",2,3,4,3,2,3,3,4,4,3,3,"43114.96905",1,0,13,13,0,0,0.86,7,26,3.60171948300571
1385,"14.01.2018","23:15:13",2,"",21,1,2,11,NA,4,NA,1,"",7,"",1,"",276,2,1,1,2,5,3,5,2,1,7,1,1,1,1,3,1,7,3,"2.611111111",5,1,5,4,2,3,4,2,4,2,4,2,2,1,2,3,1,1,3,4,4,"Um den Zusammenhang zwischen Erregung und Selbsteinschätzungsvermögen",2,3,3,4,3,3,3,3,4,3,3,"43114.9752",1,0,13,13,0,0,1.09,9,25,3.6008147131936448
1396,"15.01.2018","09:32:35",1,"",59,2,3,NA,15,2,NA,3,"",7,"",2,"keiner",276,1,1,1,1,5,2,5,3,4,5,1,1,1,1,1,1,1,2,"2.055555556",2,4,2,2,4,2,1,2,5,1,5,1,5,1,7,5,3,3,3,4,4,"herauszufinden, ob (junge) Menschen von Porno abhängig werden könenn",2,3,3,2,3,3,3,3,3,3,3,"43115.40587",1,0,13,13,0,0,0.66,0,17,2.887386812692675
1398,"15.01.2018","09:43:27",2,"",23,1,3,NA,9,4,NA,1,"",6,"",1,"",276,1,1,1,1,3,1,5,1,5,5,1,7,1,1,6,1,2,2,"2.5",3,2,4,2,4,4,3,2,1,5,1,5,2,1,5,3,1,1,2,4,3,"Konsum pornographischer Inhalte",2,3,4,3,4,3,4,4,4,3,4,"43115.4103",1,0,13,13,0,0,1.33,18,25,2.8864848459275145
1401,"15.01.2018","10:48:37",2,"",25,1,3,NA,2,2,NA,1,"",7,"",1,"",276,1,1,1,1,3,2,3,1,1,5,1,1,1,1,2,1,1,1,"1.555555556",4,1,5,3,3,4,4,3,2,4,2,4,2,1,6,3,1,1,2,3,3,"",2,3,3,3,2,3,3,3,3,3,3,"43115.45477",1,0,13,13,2,1,1.87,55,29,3.160795737309675
1402,"15.01.2018","11:17:48",1,"",22,1,3,NA,6,2,NA,1,"",5,"",2,"Christengemeinschaft",276,1,1,1,1,1,1,1,1,1,6,1,2,1,1,3,1,1,1,"1.444444444",2,3,3,4,2,3,4,4,4,2,4,2,2,1,7,3,1,1,3,4,4,"Zusammenhang Gläubigkeit, Pornographie, gefestigte Persönlichkeit und Sucht",2,3,4,3,2,3,3,3,2,3,3,"43115.47797",1,0,13,13,0,0,0.83,1,27,3.314515449585765
1403,"15.01.2018","11:35:31",1,"",22,1,3,NA,4,2,NA,1,"",7,"",2,"evangelisch ",276,1,1,1,1,1,1,1,1,2,4,1,1,1,1,1,1,1,1,"1.222222222",4,2,4,5,1,4,4,4,2,4,2,4,3,1,7,4,1,1,2,4,4,"Wie wichtig ist Pornografie für mich? ",2,4,4,3,3,3,3,4,3,3,3,"43115.49619",1,0,13,13,0,0,0.65,0,28,3.5597136595681045
1404,"15.01.2018","11:35:53",1,"",23,1,1,NA,NA,NA,4,1,"",7,"",2,"evangelisch",276,2,1,1,3,2,2,3,1,1,6,2,7,1,1,3,1,2,2,"2.277777778",4,1,5,2,4,4,2,1,3,3,3,3,1,1,3,4,1,1,2,4,3,"",2,3,4,3,1,2,3,2,2,1,2,"43115.48707",1,0,13,13,2,1,1.84,42,25,3.558802925084011
1405,"15.01.2018","11:36:00",1,"",23,1,3,NA,2,4,NA,1,"",5,"",1,"",276,1,3,1,1,5,5,5,1,7,7,1,1,1,1,1,1,1,1,"2.444444444",3,1,5,4,2,4,3,2,3,3,3,3,1,1,7,5,1,1,1,4,4,"",2,3,3,3,3,3,3,3,3,3,3,"43115.48818",1,0,13,13,2,1,1.28,15,23,3.378934783564237
1407,"15.01.2018","11:51:30",1,"",38,2,3,NA,15,4,NA,1,"",7,"",2,"heidnisch",276,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,"1.222222222",3,1,5,3,3,4,4,3,3,3,3,3,2,1,7,4,1,1,2,4,4,"Das wüsste ich auch gern.",2,4,4,4,3,3,4,4,4,4,4,"43115.49909",1,0,13,13,0,0,1.3,18,24,3.2940644457804744
1411,"15.01.2018","13:24:33",1,"",23,1,3,NA,7,4,NA,1,"",7,"",2,"evangelisch",276,1,1,1,1,7,1,1,1,5,6,1,1,1,1,1,1,1,2,"1.888888889",3,1,5,4,2,4,2,1,4,2,2,4,3,1,7,4,1,1,3,3,4,"Zusammenhang Pornographie und Selbstwirksamkeitsüberzeugung",2,3,4,2,2,2,4,3,3,2,3,"43115.56355",1,0,13,13,0,0,1.31,18,23,3.1308798017739203
1412,"15.01.2018","13:30:40",1,"",20,1,3,NA,3,4,NA,1,"",5,"",2,"evangelisch",276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,2,4,4,2,3,5,1,3,3,3,3,1,2,NA,NA,NA,1,1,4,3,"",2,3,3,3,2,4,3,1,4,3,3,"43115.56869",1,0,13,13,3,2,0.82,4,26,3.2063460740496237
1414,"15.01.2018","13:33:31",2,"",20,1,3,NA,2,4,NA,1,"",5,"",2,"Evangelisch",276,1,1,1,1,6,6,6,2,1,7,1,1,1,1,1,1,1,2,"2.277777778",4,1,5,4,2,4,2,2,3,3,2,4,3,1,5,4,1,1,3,4,4,"Wie Erotik die Entscheidungen des Befragten beeinflussen",2,4,3,3,2,2,3,3,3,3,3,"43115.57142",1,0,13,13,0,0,1.13,13,25,3.205433841935706
1415,"15.01.2018","13:39:18",2,"",31,1,3,NA,10,4,NA,1,"",7,"",2,"ev",276,1,1,1,3,6,4,6,2,5,6,3,2,2,1,3,1,4,6,"3.166666667",4,1,5,2,4,3,4,4,1,5,1,5,2,1,5,3,1,1,2,4,3,"",2,3,3,3,3,3,3,3,3,3,3,"43115.57611",1,0,13,13,2,1,0.91,6,18,2.666890474432352
1418,"15.01.2018","13:53:54",2,"",24,1,1,NA,NA,NA,4,3,"",7,"",2,"Katholisch",276,1,1,1,1,1,1,1,1,1,6,1,2,1,1,7,1,1,1,"1.666666667",3,2,4,3,3,3,4,3,4,2,2,4,2,1,5,2,1,1,3,4,3,"",2,3,3,3,4,3,3,4,4,4,3,"43115.58328",1,0,13,13,2,1,1.81,47,29,2.913441825955395
1420,"15.01.2018","13:59:20",2,"",24,1,3,NA,2,2,NA,1,"",7,"",1,"",276,1,1,1,2,2,1,4,1,1,7,4,4,3,2,3,1,4,2,"2.444444444",4,1,5,2,4,4,4,3,2,4,2,4,2,1,3,3,1,1,3,4,4,"",2,4,4,3,3,3,4,4,4,3,3,"43115.58722",1,0,13,13,2,1,1.62,34,25,2.91253733243534
1423,"15.01.2018","14:06:51",1,"",26,1,1,NA,NA,NA,3,1,"",7,"",1,"",276,1,1,1,1,5,1,1,1,6,6,1,1,1,1,1,1,1,1,"1.777777778",1,2,4,5,1,3,3,3,5,1,3,3,1,1,7,5,1,1,3,4,4,"",2,3,3,3,2,3,3,3,3,3,3,"43115.59346",1,0,13,13,2,1,1.37,20,26,2.980934434017635
1424,"15.01.2018","14:07:48",2,"",20,1,1,NA,NA,NA,4,2,"",6,"",1,"",276,1,1,1,3,5,5,5,2,5,7,4,1,1,4,4,1,1,4,"3.055555556",4,2,4,4,2,3,4,1,4,2,1,5,3,1,3,2,2,2,2,4,3,"",2,3,4,2,3,3,2,3,2,3,2,"43115.59753",1,0,13,13,2,1,0.85,6,27,3.122845493815419
1425,"15.01.2018","14:08:38",2,"",27,1,2,2,NA,4,NA,1,"",7,"",1,"",276,1,1,1,1,1,1,1,1,1,7,1,7,1,1,1,1,3,1,"1.777777778",5,1,5,2,4,4,4,4,2,4,2,4,3,1,5,4,1,1,3,4,4,"Selbstbewusstsein und Pornosucht?",2,3,4,4,3,4,4,4,4,4,4,"43115.59336",1,0,13,13,0,0,1.86,44,21,2.822103853317712
